modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6043956043956044,0.5855215111563778,0.605,0.44768856447688565,0.703875968992248,0.6207452416419983,0.6047379920433406,0.03296703296703297,-0.02335164835164838,-0.027688648249433734,0.015661537647247314,-0.02626270053630919
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6181318681318682,0.6019434020165638,0.6205128205128205,0.47961630695443647,0.7057010785824345,0.6059309840202332,0.6304643716431346,0.03159340659340659,-0.009615384615384581,-0.011266757389247761,0.0008472800254821777,-0.0005363209365151222
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6318681318681318,0.6166762261313797,0.6416040100250626,0.49635036496350365,0.7120743034055728,0.6059727072715759,0.6291347164133338,0.03021978021978022,0.004120879120879106,0.003466066725568151,0.0008890032768249512,-0.001865976166315897
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.603021978021978,0.5822015902855765,0.606516290726817,0.43672456575682383,0.7033639143730887,0.6210453510284424,0.60470932646008,0.034340659340659344,-0.02472527472527475,-0.031008569120235085,0.015961647033691406,-0.026291366119569726
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6071428571428571,0.5878495281079608,0.6153846153846154,0.44554455445544555,0.7026194144838213,0.6197084784507751,0.6045479791451839,0.034340659340659344,-0.020604395604395642,-0.025360631297850822,0.01462477445602417,-0.02645271343446587
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.6208791208791209,0.6043551307880458,0.6259541984732825,0.4794188861985472,0.7076923076923077,0.6078047752380371,0.62832253912734,0.03296703296703297,-0.006868131868131844,-0.00885502861776577,0.002721071243286133,-0.002678153452309706
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.570054945054945,0.5499004310465434,0.5658536585365853,0.42025316455696204,0.663594470046083,0.6568927764892578,0.528091488377609,0.057692307692307696,-0.05769230769230771,-0.06330972835926818,0.051809072494506836,-0.10290920420204075
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6181318681318682,0.6009691329259104,0.6227848101265823,0.47783251231527096,0.7022900763358778,0.6104006767272949,0.6283250827013638,0.027472527472527472,-0.009615384615384581,-0.012241026479901218,0.005316972732543945,-0.002675609878285967
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6332417582417582,0.6169828098379018,0.6433915211970075,0.49261083743842365,0.7149460708782742,0.6075484156608582,0.6288431119936474,0.03021978021978022,0.005494505494505475,0.0037726504320901855,0.0024647116661071777,-0.00215758058600235
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5714285714285714,0.5479456186844204,0.5530864197530864,0.42408376963350786,0.6666666666666666,0.6621310114860535,0.5242583346975394,0.0521978021978022,-0.05631868131868134,-0.0652645407213912,0.05704730749130249,-0.1067423578821104
