epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,train_auxiliary_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,3.05675760418045,2.1482018387897024,0.9085557553834873,0.0,0.0,0.927237158555958,1,0.49862637362637363,0.31376173078300734,0.7102894186973572,0.45814012507015284,0.49168192918192916,0.3103005875943018,0.7168489882239589,0.43286255188719336,3.9451969000001554
2,2.734646289864766,2.008956738810476,0.7256895539686852,0.0,0.0,0.7761434878412921,2,0.5631868131868132,0.4594573215267466,0.6693064570426941,0.5558849220607566,0.5531898656898656,0.44693525566459413,0.6817348875381328,0.524319946190279,6.963911899998493
3,2.4921432787961217,1.836381286935708,0.655761992931366,0.0,0.0,0.7411503901601573,3,0.5824175824175825,0.4918906313700379,0.6532873511314392,0.5808483375586697,0.5706145706145707,0.476662888271379,0.6687184064476578,0.5449430337706382,9.960160800001177
4,2.3255021292612024,1.707799714373559,0.6177024131495401,0.0,0.0,0.7017963011225127,4,0.5906593406593407,0.5190262040342268,0.6344344019889832,0.601746135020513,0.5816798941798941,0.5138522374873888,0.6562899869901163,0.5612725596102186,13.058082900002773
5,2.2201327163797413,1.6432577192168876,0.5768750010955316,0.0,0.0,0.6713740927260593,5,0.6167582417582418,0.5591943313141088,0.6301274299621582,0.606978295079123,0.5943732193732194,0.5381108517732595,0.6489807808840716,0.5681656044359948,16.108130900000106
6,2.1428510292991447,1.596794220800779,0.5460568039775422,0.0,0.0,0.6755812641553952,5,0.6085164835164835,0.558122702919036,0.6497950553894043,0.619207892863776,0.5925925925925926,0.5417983144887563,0.6692443512104176,0.5774275645449664,19.105035400003544
7,2.074528640218968,1.548358055207445,0.5261705996976158,0.0,0.0,0.6456868569823727,7,0.6263736263736264,0.5857812538248758,0.6222990155220032,0.6245459586363479,0.6020299145299146,0.561178648845882,0.644631623118012,0.5839572491982702,22.12333960000251
8,2.0241651959201548,1.5188931013593265,0.5052720900926745,0.0,0.0,0.6366738095380218,8,0.6277472527472527,0.5912634101572686,0.613280177116394,0.6267623719243766,0.6057692307692308,0.5681365867254465,0.6379416827802304,0.5828284472011445,25.14046799999778
9,1.9661968635705154,1.482695115191947,0.4835017608042494,0.0,0.0,0.6361342143223455,9,0.6263736263736264,0.5916124262216685,0.6144278645515442,0.6265079399606523,0.6048280423280422,0.5690424495139434,0.6384673438690327,0.5831381168341917,28.149926099998993
10,1.9348327296823045,1.4614974709427937,0.4733352424469893,0.0,0.0,0.6178701938060014,10,0.6304945054945055,0.6126117631674953,0.6127810478210449,0.6256761086941313,0.6055148555148556,0.5858265313280013,0.6373117831018236,0.5822035027474497,31.254172599998128
11,1.903128340353144,1.4412820050221304,0.46184632468293796,0.0,0.0,0.6319214713172947,10,0.6291208791208791,0.6003392205839493,0.6283525824546814,0.6272914500477578,0.6077279202279202,0.576499364945137,0.6480723398703115,0.5840069806459084,34.28558100000373
12,1.8441523459242088,1.4026481563809694,0.44150419623230275,0.0,0.0,0.6614860772935631,10,0.625,0.592991898902491,0.6854662299156189,0.620303989367261,0.5985704110704111,0.5626469511497457,0.6983883182207743,0.5764741428642043,37.30718850000267
13,1.8323205635719693,1.3847407835397172,0.44757977724953146,0.0,0.0,0.6352585201256614,10,0.635989010989011,0.5996409708825148,0.6219459176063538,0.6288652527016269,0.608592796092796,0.5696584280491623,0.642335029663863,0.5851488222821191,40.387178400000266
14,1.7804511578690496,1.3603101421701715,0.4201410056126135,0.0,0.0,0.6532394127130894,10,0.6263736263736264,0.5851811198444615,0.6491894721984863,0.6250881017049221,0.6041921041921042,0.5621624977082492,0.6682297730887378,0.5813417499068076,43.46946590000152
15,1.714196320591338,1.3164306793016256,0.3977656354433658,0.0,0.0,0.6262428539264789,10,0.6277472527472527,0.6102096271756875,0.6232413053512573,0.6270494073472612,0.6021316646316647,0.5795433912311749,0.6460641147913756,0.583295659551258,46.48699430000124
16,1.7006206531412296,1.2996940173878058,0.40092663945786555,0.0,0.0,0.6281431137565373,10,0.6236263736263736,0.6072803117039877,0.62357097864151,0.6123843253142659,0.5959503459503459,0.5777673387218505,0.6452977900151853,0.5686825739502472,49.549491199999466
17,1.6512486061045628,1.268841149143337,0.3824074626056716,0.0,0.0,0.6364730412255499,10,0.6208791208791209,0.5991290525642017,0.6272146701812744,0.6198178386764304,0.5962810337810338,0.5704637840718007,0.6473410129547119,0.5776853244440469,52.62573800000246
18,1.5986505763344632,1.2350286782402353,0.3636218854798133,0.0,0.0,0.6313570733691489,10,0.6208791208791209,0.6036944929395137,0.6259796023368835,0.615566230633909,0.5951617826617827,0.575687598510971,0.6475257145033942,0.5720538065349957,55.895842199999606
19,1.5529628120922374,1.1966430017979752,0.3563198094647131,0.0,0.0,0.6356389989334714,10,0.6195054945054945,0.6003241846032363,0.6305116415023804,0.6131756493749508,0.5937118437118437,0.5730286303227765,0.6517955241379915,0.5699842938374584,59.001933200001076
20,1.512433268360256,1.1708620191498251,0.3415712594283698,0.0,0.0,0.6417470448748513,10,0.6126373626373627,0.5908259505029846,0.6310610771179199,0.6070364750597399,0.5927706552706553,0.568424290958482,0.6527333105051959,0.5641606555014393,62.00100460000249
21,1.46707361906723,1.13606025656474,0.3310133616334384,0.0,0.0,0.6395007385917686,10,0.6181318681318682,0.6007294832826747,0.633133053779602,0.6098658013197512,0.5883699633699633,0.5693188503923813,0.6556446375670256,0.5666646227451565,65.02086489999783
22,1.4404928998146562,1.1145612892240768,0.3259316106695841,0.0,0.0,0.6515351748094133,10,0.6071428571428571,0.5857133663226145,0.6393479704856873,0.6070159660501772,0.5852411477411478,0.5606870951797235,0.6607993609375424,0.5625338874077586,68.08387229999789
23,1.3538625535276747,1.045017012510454,0.3088455418336023,0.0,0.0,0.6530177817423987,10,0.6085164835164835,0.589810253603357,0.6411481499671936,0.6005954981955711,0.5811457061457062,0.5586976267211478,0.6642582107473303,0.5554983606836063,71.13998059999722
24,1.2997741112652865,1.0013335593494646,0.29844055725302715,0.0,0.0,0.6523815200701557,10,0.6016483516483516,0.5878768819998651,0.6418863534927368,0.598608427442809,0.5773300773300774,0.5600989190848308,0.6637376017040677,0.5538984580838309,74.1722946000009
25,1.2392972279718593,0.9545446048955678,0.2847526296161236,0.0,0.0,0.6562374310719881,10,0.6043956043956044,0.587834554339978,0.6458023190498352,0.5953041725650642,0.5777625152625153,0.5568271358759946,0.6679982465726358,0.551351604553794,77.23952550000104
26,1.229394503580804,0.9441384435753408,0.2852560487692416,0.0,0.0,0.664031507036579,10,0.592032967032967,0.5755754048876763,0.6465834975242615,0.5882416596191927,0.569088319088319,0.5503150156861011,0.6671186475842087,0.5431410212922856,80.27389620000031
