modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6112637362637363,0.5756830081846217,0.6178010471204188,0.39436619718309857,0.7148817802503477,0.640540599822998,0.611473050345431,0.0260989010989011,-0.013736263736263687,-0.013512774408566464,0.008499681949615479,-0.030625001218075654
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6263736263736264,0.590642579966311,0.6402116402116402,0.41040462427745666,0.7213114754098361,0.6292212605476379,0.6423524814258399,0.028846153846153848,0.0013736263736263687,0.00144679737312281,-0.002819657325744629,0.0002544298623332608
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6263736263736264,0.5919964532325164,0.6436170212765957,0.41379310344827586,0.7185792349726776,0.631839394569397,0.6424770392463928,0.03021978021978022,0.0013736263736263687,0.0028006706393282066,-0.0002015233039855957,0.0003789876828861338
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.6126373626373627,0.5761983219603027,0.6185567010309279,0.39316239316239315,0.7168758716875872,0.6368291974067688,0.6120644419372566,0.03159340659340659,-0.012362637362637319,-0.012997460632885427,0.0047882795333862305,-0.030033609626250013
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6112637362637363,0.5748028560502596,0.6178010471204188,0.3909348441926346,0.7156726768377254,0.6415005922317505,0.6112945095055656,0.027472527472527472,-0.013736263736263687,-0.014392926542928564,0.00945967435836792,-0.030803542057941002
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.625,0.5907104175643979,0.6419098143236074,0.4114285714285714,0.7187928669410151,0.6289128661155701,0.6427644249761899,0.028846153846153848,0.0,0.0015146349712097384,-0.0031280517578125,0.0006663734126832743
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.5782967032967034,0.5451092117758783,0.5641025641025641,0.38461538461538464,0.6866096866096866,0.6805775165557861,0.5335818519620403,0.0260989010989011,-0.04670329670329665,-0.04408657081730982,0.048536598682403564,-0.1085161996014663
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6236263736263736,0.5876329212875288,0.6385224274406333,0.4057971014492754,0.7185792349726776,0.6298174262046814,0.6407327820459848,0.03021978021978022,-0.0013736263736263687,-0.0015628613056594132,-0.002223491668701172,-0.0013652695175218055
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6304945054945055,0.5949392831446486,0.6436170212765957,0.41739130434782606,0.7238095238095238,0.6324840188026428,0.6430341246801943,0.03296703296703297,0.005494505494505475,0.005743500551460445,0.0004431009292602539,0.0009360731166876413
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5851648351648352,0.5513248359977466,0.5707070707070707,0.38997214484679665,0.6932952924393724,0.6787024736404419,0.5331392077354348,0.03021978021978022,-0.039835164835164805,-0.037870946595441546,0.046661555767059326,-0.10895884382807186
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.5796703296703297,0.5449481661357533,0.5633074935400517,0.38227146814404434,0.6892655367231638,0.6825132966041565,0.5340737423066904,0.028846153846153848,-0.04532967032967028,-0.04424761645743491,0.050472378730773926,-0.10802430925681628
