epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,train_auxiliary_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,2.926839154598815,2.076169839769119,0.8506693070038429,0.0,0.0,0.7772566736063776,1,0.5686813186813187,0.4582702285592532,0.6691787242889404,0.568301115662032,0.5598799348799348,0.44555570987097265,0.6809044778347015,0.538312307843636,4.255413600003521
2,2.4056238348951045,1.7455975546928146,0.6600262774195692,0.0,0.0,0.7325010226986367,2,0.5796703296703297,0.4854566241555645,0.6428582072257996,0.5978638272134553,0.5777625152625153,0.4845272301418722,0.6547563363004614,0.5642749195077686,7.377553700003773
3,2.201876148735125,1.6136299745674865,0.588246182594805,0.0,0.0,0.6298644212590839,3,0.6277472527472527,0.5929514918113957,0.6217578649520874,0.6186498821918425,0.6107041107041106,0.5784891118314325,0.6406238906913333,0.5772627995783072,10.742497500003083
4,2.088428986651908,1.5477729751365,0.5406560154480857,0.0,0.0,0.6158028782904321,4,0.6346153846153846,0.6147811828262563,0.6306241154670715,0.6301968474566916,0.6150793650793651,0.5944664855140637,0.6511841140411518,0.5910569943963904,14.170545600005426
5,2.016867428921459,1.4947098257264262,0.5221575975769223,0.0,0.0,0.6177846919499873,4,0.6318681318681318,0.6122795127126331,0.6153234243392944,0.6295724289850643,0.6073717948717948,0.5861450074751281,0.6367454948248686,0.5879313442877637,17.7055862000052
6,1.8998637147083197,1.4269939913489857,0.4728697402498771,0.0,0.0,0.6157119036287746,4,0.6387362637362637,0.6143864656134594,0.6165503263473511,0.6307148052610261,0.6127645502645502,0.5875953507190065,0.6345033568364603,0.5898444397533188,21.124257400006172
7,1.8372543998600281,1.38469887151985,0.45255553060058995,0.0,0.0,0.6290648834448234,4,0.6126373626373627,0.6061093381795827,0.6288537383079529,0.6199290081145072,0.5872252747252747,0.5785060389495771,0.64826907603829,0.5775618521002472,24.48021630000585
8,1.6924618547549128,1.2881360685000187,0.4043257833931688,0.0,0.0,0.6697538547759598,4,0.6126373626373627,0.5754670265576611,0.6563551425933838,0.6019735208328876,0.5877594627594628,0.5446756902337635,0.6697244688316628,0.563155498789773,27.875201200004085
9,1.6442100832493913,1.2411608234596534,0.4030492643895662,0.0,0.0,0.651294177379226,4,0.6222527472527473,0.5878877075575897,0.6435324549674988,0.5926936720459677,0.5990282865282865,0.5592981135155922,0.6564479392987711,0.5557560237401167,31.29075940000621
10,1.4812748930766761,1.1289417223305345,0.3523331782515867,0.0,0.0,0.657247211682119,4,0.625,0.5837601062109877,0.6514901518821716,0.6020189633345305,0.598901098901099,0.5557979748532663,0.6629794935385386,0.5635298814846158,34.72666680000111
11,1.3996736004707213,1.0645040245224695,0.33516958410109615,0.0,0.0,0.651253102676199,4,0.5906593406593407,0.5831838801346799,0.6390034556388855,0.5881544567731006,0.572140822140822,0.5607083497305394,0.6573201881514655,0.547284546236877,38.2152378000028
12,1.2919882910592215,0.9774662369985644,0.31452206080897394,0.0,0.0,0.6552051366435204,4,0.614010989010989,0.5849284214271603,0.6461042165756226,0.5840446357888633,0.5878866503866504,0.5571077861872602,0.6617042543711485,0.5463538914103976,41.59580460000143
13,1.174093329186643,0.8761973464260747,0.29789598132970585,0.0,0.0,0.6707840400802003,4,0.6098901098901099,0.5825040183969454,0.6840320825576782,0.5729716343551607,0.5816035816035817,0.5504402391491788,0.6889502019793899,0.5377050587174289,44.934509000006074
14,1.0608703638738315,0.7792019771195301,0.28166839011200046,0.0,0.0,0.6647995929987489,4,0.603021978021978,0.5825773477446656,0.668628454208374,0.5763782296020457,0.5774827024827024,0.5528228575153487,0.677368140882916,0.54097154558706,48.35751069999969
15,0.9976469641054853,0.7131931598302367,0.28445380958611904,0.0,0.0,0.6721653933354306,4,0.5934065934065934,0.5723776173104463,0.6646297574043274,0.551402678123314,0.571021571021571,0.545610490461199,0.6763274095676564,0.5166776736683513,51.699828400000115
16,0.9290195757931918,0.654875257088966,0.2741443106040512,0.0,0.0,0.6621463273721915,4,0.5989010989010989,0.5850591715976332,0.6653857231140137,0.5758030641545143,0.5713013838013838,0.5533759737363204,0.6719771612573553,0.5390305147184825,55.08533870000247
