epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
16,0.9897978557402677,0.6501906679375358,0.26822026030370344,0.14277385038286666,0.6721208912475172,7,0.6002747252747253,0.5711279716985714,0.6632583737373352,0.5772783037191154,0.5814763939763941,0.5464596679680397,0.677904416013647,0.5373920839263241,45.30798119999963
17,0.8438901538525836,0.5183140078068482,0.2466569696241696,0.1578383511972006,0.6921672145955102,7,0.5796703296703297,0.5504331686768719,0.67502760887146,0.5731467788856524,0.5663665038665039,0.5317261052586848,0.6892711398778139,0.5340665244012447,48.05330280000271
18,0.8362032253717638,0.5059316174095615,0.2501528841889133,0.16023745344559467,0.6794970803688987,7,0.5686813186813187,0.5542707048906625,0.6561674475669861,0.5737387610969177,0.5552757427757428,0.5404932919703863,0.675016419755088,0.530326242329813,50.800789500000974
19,0.7469864433705368,0.4300059299493573,0.23317172962716823,0.16761755677809684,0.6796746465871859,7,0.5796703296703297,0.5621828289390852,0.6506273746490479,0.5780015807665834,0.5580738705738706,0.5361448208372686,0.672440086249952,0.5336227593574487,53.514578500002244
20,0.6319315048354364,0.33359594077574134,0.21379642790081926,0.16907826929801695,0.6810640918922244,7,0.5645604395604396,0.557715526528914,0.6435365080833435,0.5777200609604681,0.5417938542938544,0.5338402415671325,0.6689804494380951,0.5343882706834586,56.25250070000038
21,0.5945823790925241,0.30579167672917135,0.20536271536473147,0.16685596652691073,0.705143830958058,7,0.5824175824175825,0.5407030008839964,0.6831631064414978,0.5779347426288767,0.5653744403744404,0.5210223424384461,0.6966243165510672,0.5386924369931344,59.0320939000012
22,0.5892606174427911,0.29484445762893235,0.20806827586424018,0.1726957689005119,0.6759723346660712,7,0.5824175824175825,0.5583441236851315,0.6483786702156067,0.5842543794098888,0.5666463166463167,0.5413498110336076,0.6701566720450366,0.5419618894246582,61.78488049999942
23,0.5112086650022526,0.24758874862639998,0.1849501420103222,0.15733955030237629,0.6910203530706551,7,0.5837912087912088,0.5512664162176776,0.6704525947570801,0.5727029731151969,0.5625763125763127,0.5312835595381317,0.685714308862333,0.5330251814680624,64.83818940000128
24,0.483990810484528,0.22686050377775185,0.1776654961972946,0.15892962187320125,0.7016943155994393,7,0.5824175824175825,0.5471975286059793,0.68222576379776,0.5813615075574096,0.5675875050875051,0.5246442826919625,0.700499051147037,0.5424947587588702,67.56708290000097
25,0.4720183340105638,0.2135956013698641,0.1793195076780572,0.15820644881318438,0.6854043151909315,7,0.5810439560439561,0.5547351028414687,0.6498887538909912,0.5727827724577962,0.5616351241351242,0.5315031180113171,0.6742321330088156,0.5282435552646779,70.34357100000125
26,0.44144724879594893,0.19835402103955685,0.16944988096881772,0.14728669167574446,0.6997041561820693,7,0.5728021978021978,0.5446853753151554,0.6724267601966858,0.5634727826279468,0.5580993080993081,0.5251357100765365,0.6947668768741466,0.5213762926177268,73.20010980000006
27,0.4320707686168631,0.18838291960015388,0.16802872957247522,0.15131823440714684,0.6861996781909664,7,0.5686813186813187,0.5577612159696138,0.658979058265686,0.5636164201403019,0.546525234025234,0.533172511401539,0.6824177768495348,0.5244595375300922,75.94377449999956
28,0.5520402668337495,0.27834124314174913,0.19119648274599366,0.16500508442180936,0.6877891184726395,7,0.6002747252747253,0.559632189438047,0.6590555906295776,0.5880170191435852,0.5778133903133903,0.5325809393801714,0.6888462845925931,0.5441339470741331,78.67521430000124
29,0.4262041025467228,0.18783341749778376,0.16542576714713725,0.1458898348336016,0.6901946840615217,7,0.5741758241758241,0.5510915937222965,0.6566222906112671,0.573020296142606,0.5506461131461131,0.5278728107416241,0.6766146653228335,0.5311231157201026,81.39554599999974
30,0.39393048407359044,0.164414169043702,0.16129066607255121,0.13645130051896578,0.6840045373359718,7,0.5865384615384616,0.5513804596033705,0.6543906331062317,0.5809879467823579,0.5683251933251933,0.5363101638459814,0.6781988894497907,0.5369115036976011,84.14365380000163
