seed,baseline_best_epoch,augmented_best_epoch,baseline_selection_J,augmented_selection_J,delta_selection_J,baseline_clean_accuracy,augmented_clean_accuracy,delta_clean_accuracy,baseline_clean_macro_f1,augmented_clean_macro_f1,delta_clean_macro_f1,baseline_clean_mae,augmented_clean_mae,delta_clean_mae,baseline_clean_pearson,augmented_clean_pearson,delta_clean_pearson,baseline_masked_mean_accuracy,augmented_masked_mean_accuracy,delta_masked_mean_accuracy,baseline_masked_mean_macro_f1,augmented_masked_mean_macro_f1,delta_masked_mean_macro_f1,baseline_masked_mean_mae,augmented_masked_mean_mae,delta_masked_mean_mae,baseline_masked_mean_pearson,augmented_masked_mean_pearson,delta_masked_mean_pearson
20260923,3,3,0.6284036715967122,0.6163950673438907,-0.012008604252821464,0.6291208791208791,0.6236263736263736,-0.005494505494505475,0.5933887544662696,0.5995732452767392,0.006184490810469567,0.6100720763206482,0.5834478139877319,-0.02662426233291626,0.6369727905809965,0.6398034577598173,0.002830667178820745,0.6031491656491655,0.6023351648351649,-0.0008140008140006261,0.5737056340860203,0.5800591943521687,0.006353560266148417,0.6247629843376301,0.6108484930462308,-0.013914491291399322,0.5970368717026268,0.5994098891313407,0.002373017428713986
20260924,4,5,0.6174576334333396,0.6232125656991171,0.0057549322657775015,0.6304945054945055,0.6181318681318682,-0.012362637362637319,0.6127152735921556,0.609784384795156,-0.0029308887969996533,0.6065973043441772,0.6120136976242065,0.005416393280029297,0.6282565351677198,0.6141751001427747,-0.014081435024945188,0.5974257224257223,0.5882173382173383,-0.00920838420838399,0.5807893466333898,0.5776520837996688,-0.003137262833720955,0.6227147457776246,0.6315863331158956,0.008871587338270981,0.59412865363148,0.5720862366233749,-0.022042417008105164
20260925,5,3,0.6218549685719958,0.6204064024388629,-0.0014485661331329336,0.6332417582417582,0.6263736263736264,-0.006868131868131844,0.6137396783494787,0.6038614666996457,-0.009878211649833046,0.6124721765518188,0.6022409796714783,-0.010231196880340576,0.6307822614699417,0.6191350912943689,-0.011647170175572708,0.5964336589336589,0.6042175417175416,0.007783882783882756,0.5781334918541114,0.5798683210904338,0.0017348292363223994,0.6314026360158567,0.6243450465025725,-0.007057589513284168,0.5879547538802267,0.5835268168451215,-0.004427937035105134
