modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5892857142857143,0.507291721965635,0.6196581196581197,0.1984126984126984,0.7038043478260869,0.6529139280319214,0.6100569336729429,0.09203296703296704,-0.026098901098901117,-0.06221046151039478,-0.001104116439819336,-0.03636796015346255
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6112637362637363,0.5729985934871823,0.6512605042016807,0.380327868852459,0.6874074074074074,0.6549131870269775,0.6489163007843031,0.05357142857142857,-0.004120879120879106,0.0034964100111525287,0.0008951425552368164,0.002491406957897624
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6126373626373627,0.5697044067404017,0.6447638603696099,0.3711340206185567,0.6932153392330384,0.646404504776001,0.647804769138565,0.05357142857142857,-0.0027472527472527375,0.00020222326437191462,-0.007613539695739746,0.0013798753121595508
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5837912087912088,0.5212053834027435,0.6039387308533917,0.26523297491039427,0.6944444444444444,0.6572389006614685,0.602956697595993,0.0782967032967033,-0.03159340659340659,-0.048296800073286295,0.003220856189727783,-0.043468196230412426
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.5865384615384616,0.512102701733677,0.6039387308533917,0.2247191011235955,0.7076502732240437,0.647040069103241,0.6115189419880298,0.07967032967032966,-0.028846153846153855,-0.057399481742352765,-0.006977975368499756,-0.03490595183837564
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.6167582417582418,0.58702588974517,0.6609808102345416,0.4121212121212121,0.6879756468797564,0.6479300856590271,0.6459071276540039,0.042582417582417584,0.0013736263736263687,0.017523706269140238,-0.006087958812713623,-0.0005177661724015126
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5576923076923077,0.4800073896541906,0.5813449023861171,0.1875,0.6711772665764547,0.6945235729217529,0.5200065100717407,0.09340659340659341,-0.05769230769230771,-0.08949479382183917,0.04050552845001221,-0.12641838375466474
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6153846153846154,0.5904821604157138,0.6511627906976745,0.4391691394658754,0.6811145510835913,0.6495500206947327,0.652542895246874,0.03571428571428571,0.0,0.02097997693968401,-0.004468023777008057,0.006118001420468588
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.614010989010989,0.5749034406203511,0.6423982869379015,0.38436482084690554,0.6979472140762464,0.6288750767707825,0.6524648179517972,0.042582417582417584,-0.0013736263736263687,0.005401257144321381,-0.025142967700958252,0.006039924125391782
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5673076923076923,0.5142269467214176,0.5739910313901345,0.29553264604810997,0.6731571627260083,0.7016749382019043,0.505982055933997,0.08241758241758242,-0.04807692307692313,-0.05527523675461221,0.047656893730163574,-0.1404428378924084
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,0.5563186813186813,0.48764352744420525,0.5654205607476636,0.2246376811594203,0.6728723404255319,0.6783942580223083,0.5179310567841309,0.08516483516483517,-0.05906593406593408,-0.08185865603182452,0.024376213550567627,-0.12849383704227457
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0.6098901098901099,0.5966509058224789,0.6712328767123288,0.45524296675191817,0.6634768740031898,0.6252736449241638,0.6484088425607756,0.017857142857142856,-0.005494505494505475,0.02714872234644916,-0.028744399547576904,0.0019839487343701334
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,0.5274725274725275,0.453782664124938,0.5223214285714286,0.19455252918287938,0.644474034620506,0.7338972687721252,0.4455335986415915,0.0989010989010989,-0.08791208791208793,-0.11571951935109176,0.07987922430038452,-0.20089129518481397
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0.625,0.6087868135477891,0.670995670995671,0.47696476964769646,0.6784,0.648600161075592,0.6518812609468816,0.03159340659340659,0.009615384615384581,0.03928463007175931,-0.005417883396148682,0.005456367120476147
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0.6181318681318682,0.5792662621930914,0.6518847006651884,0.38461538461538464,0.7012987012987013,0.6176631450653076,0.6519009249801028,0.059065934065934064,0.0027472527472527375,0.009764078717061642,-0.036354899406433105,0.005476031153697325
