epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,train_auxiliary_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,3.0476373986397296,2.045895443187371,0.8436813788842382,0.0,1.580605461249822,0.773468884120892,1,0.5686813186813187,0.4639395426359772,0.6757286787033081,0.5608900833062306,0.5625763125763126,0.451684364270256,0.6876252790292104,0.5321387391923426,4.028939199997694
2,2.5297663402838277,1.7352824942879543,0.6502695445810748,0.0,1.442143062358401,0.6984519564944929,2,0.5947802197802198,0.5395965850252661,0.6714821457862854,0.6089213189942068,0.5777370777370778,0.5268894786405265,0.6902454649960553,0.5750645696078776,7.247484599996824
3,2.335532869822147,1.6165947584059523,0.5793934912850123,0.0,1.3954459744454835,0.6508199835126978,3,0.6236263736263736,0.5752231746829611,0.6320262551307678,0.6237671560630021,0.6050824175824177,0.5604053594291677,0.6490437686443329,0.583475661544404,10.492081699994742
4,2.19074047921508,1.5246905231335377,0.5294639952755115,0.0,1.3658595160286275,0.6359156624770015,4,0.6167582417582418,0.5929822744214626,0.6169980764389038,0.6197750757086912,0.5963319088319088,0.5677067103275274,0.6340990298324161,0.5829939702267845,13.786764899996342
5,2.103472813731265,1.473780488897669,0.49507365079270194,0.0,1.3461866643186522,0.6205836317377905,5,0.6277472527472527,0.6066129051876178,0.601932942867279,0.6281488978387111,0.6023860398860398,0.5789439379402026,0.6251349316702949,0.5865636727298652,17.03910039999755
6,1.9780802133332647,1.4006784499832738,0.44477747766539694,0.0,1.3262427100376808,0.6216327898975968,5,0.6277472527472527,0.6047019702549451,0.6000621318817139,0.6353733947493616,0.6025132275132274,0.5771842919044862,0.6227652949315531,0.5934512185908625,20.222907899995334
7,1.8692857065327213,1.321630406063681,0.41706391273612303,0.0,1.3059140075113356,0.625573727024169,5,0.6112637362637363,0.599784617236559,0.6064638495445251,0.6254561559985342,0.591015466015466,0.576987798100846,0.630888303120931,0.5823818770050809,23.445453100001032
8,1.7972211712063324,1.2714851897665258,0.396027357808269,0.0,1.2970862560665484,0.6244037691011295,5,0.6277472527472527,0.6118436580171723,0.6236030459403992,0.6290214789260212,0.5969424094424094,0.5809249793872847,0.6443659906034116,0.5835185081812855,26.637873200001195
9,1.66457890481064,1.18801384049417,0.34905381401087293,0.0,1.275112557973005,0.6436973992814707,5,0.6236263736263736,0.5916375586161061,0.6270204186439514,0.6291509112984819,0.5966117216117217,0.562859946427505,0.646000188809854,0.5870448718587084,29.81473030000052
10,1.601589299512366,1.1310650521420238,0.34449674145638154,0.0,1.2602750627913777,0.6413922539957877,5,0.6085164835164835,0.5954761772361927,0.6264593601226807,0.6147162837277672,0.5814000814000813,0.5659855418036956,0.6501820319228702,0.5697415978884819,33.12085300000035
11,1.5090069900731802,1.0529142355708205,0.3313067428932274,0.0,1.2478600452153426,0.6673018982980599,5,0.6016483516483516,0.5777433742297586,0.6467131972312927,0.6145911818972427,0.5757783882783883,0.5470372559922041,0.6724916696548462,0.5662850715087275,36.33202259999962
12,1.3625649014347958,0.9439876087437848,0.2964138202709372,0.0,1.2216348307122187,0.6841930380235857,5,0.5837912087912088,0.5569002876818373,0.6810924410820007,0.5917464463524184,0.567002442002442,0.5407679947106611,0.6889456102141628,0.5512137144224819,39.52914929999679
13,1.2278741407464635,0.8306805817122312,0.27705329499908327,0.0,1.2014026905721347,0.6929872352735138,5,0.6002747252747253,0.5637784850166538,0.6955626010894775,0.5912960674591544,0.5723951973951974,0.5328084806494124,0.7022986676957872,0.5538396931691616,42.80387759999576
