modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6098901098901099,0.5821148613199244,0.6295399515738499,0.41899441340782123,0.6978102189781021,0.622758150100708,0.6016380359788096,0.03708791208791209,-0.017857142857142794,-0.024773625349983064,0.02026134729385376,-0.028097906450212484
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.625,0.6043306593844228,0.6451612903225806,0.4656084656084656,0.7022222222222222,0.6028980016708374,0.6292196770192522,0.027472527472527472,-0.0027472527472527375,-0.002557827285484704,0.0004011988639831543,-0.0005162654097699004
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6291208791208791,0.6074648178556225,0.6502463054187192,0.464,0.7081481481481482,0.6033709049224854,0.627315465281024,0.028846153846153848,0.0013736263736263687,0.0005763311857149844,0.0008741021156311035,-0.0024204771479980902
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.6098901098901099,0.5826362732405631,0.6328502415458938,0.42016806722689076,0.6948905109489051,0.6256728768348694,0.6012383313479583,0.04807692307692308,-0.017857142857142794,-0.02425221342934436,0.023176074028015137,-0.028497611081063745
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6085164835164835,0.5800156873124774,0.6328502415458938,0.4124293785310734,0.6947674418604651,0.6221808195114136,0.6000486331790756,0.03983516483516483,-0.019230769230769273,-0.026872799357430033,0.019684016704559326,-0.029687309249946447
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.6236263736263736,0.6031041907609564,0.6485148514851485,0.46153846153846156,0.6992592592592592,0.6049540042877197,0.6262663023090468,0.03021978021978022,-0.004120879120879106,-0.0037842959089510186,0.0024572014808654785,-0.0034696401199753035
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.570054945054945,0.5396501457725947,0.5857142857142857,0.37142857142857144,0.6618075801749271,0.6562415361404419,0.5219343711266876,0.04807692307692308,-0.05769230769230771,-0.06723834089731273,0.053744733333587646,-0.10780157130233448
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6236263736263736,0.6029795989843271,0.6469135802469136,0.4627659574468085,0.6992592592592592,0.6065592765808105,0.625411864345255,0.03159340659340659,-0.004120879120879106,-0.003908887685580398,0.004062473773956299,-0.004324078083767113
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6318681318681318,0.6088054843243715,0.6520681265206812,0.4644808743169399,0.7098674521354934,0.6039518713951111,0.6265725078533139,0.024725274725274724,0.004120879120879106,0.0019169976544640699,0.001455068588256836,-0.003163434575708224
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5645604395604396,0.5317843889706007,0.5700483091787439,0.36627906976744184,0.6590257879656161,0.6609383225440979,0.5169140825326305,0.04807692307692308,-0.06318681318681318,-0.07510409769930682,0.05844151973724365,-0.1128218598963916
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.5714285714285714,0.5394116990115363,0.5741626794258373,0.3812316715542522,0.6628407460545194,0.6546893119812012,0.5222288757139302,0.04120879120879121,-0.05631868131868134,-0.06747678765837117,0.052192509174346924,-0.10750706671509191
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0,0.6332417582417582,0.6098019844612405,0.6568627450980392,0.46408839779005523,0.7084548104956269,0.6081477403640747,0.6217409325803622,0.028846153846153848,0.005494505494505475,0.0029134977913329863,0.005650937557220459,-0.007995009848659862
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5521978021978022,0.5209963290267726,0.5445783132530121,0.3764705882352941,0.6419400855920114,0.6810884475708008,0.4795433481999638,0.04807692307692308,-0.0755494505494505,-0.08589215764313485,0.07859164476394653,-0.15019259422905828
