epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,2.893484753817978,2.046812872261643,0.8432714867135387,0.006800791272270837,0.774390409115402,1,0.5686813186813187,0.4619072059918377,0.6750187873840332,0.5612662503385308,0.5616859991859992,0.45097933278554125,0.6874005783487249,0.5324291246315882,4.055952300001081
2,2.400847014973546,1.7364265286694218,0.6508857836955074,0.02706936811136743,0.697312892989094,2,0.5975274725274725,0.5419040989990536,0.6642751693725586,0.6087638910772153,0.5771011396011396,0.5240667503015548,0.6819308654025749,0.5756026176301571,6.817991500000062
3,2.218055065601669,1.6195380881538448,0.5786202268853279,0.0397934714697071,0.6525714052360178,3,0.6263736263736264,0.5780294319737497,0.6313397884368896,0.6236102979183646,0.6046499796499796,0.5569301750858255,0.6486589820296677,0.5841527964153724,9.545709699999861
4,2.07473700120277,1.5261095663233604,0.5263666678247466,0.044521496388430275,0.6379649264830102,4,0.6126373626373627,0.588706362293007,0.6167908310890198,0.6198737141776749,0.5972985347985349,0.5661298152106604,0.6333585701606892,0.5834862649525209,12.391855500001839
5,1.9965895643641567,1.476694416473119,0.4936954901390469,0.052399305274520774,0.6195125852703964,5,0.6332417582417582,0.6105052169503664,0.6030865907669067,0.6279372853851939,0.6049297924297924,0.5797368743700966,0.626737317553273,0.5853462384666751,15.169103500000347
6,1.875967562497101,1.4031429532525816,0.4449767839311676,0.05569568086355178,0.6228814303700063,5,0.6277472527472527,0.604083210370244,0.601914644241333,0.6330175405160031,0.6028439153439153,0.5765595745658479,0.6246494408007022,0.5897708821393741,17.896424800001114
7,1.7732575619519195,1.3255167005339497,0.41615907876410785,0.06316357864552508,0.6215018095441162,5,0.6181318681318682,0.6047308275990447,0.605299711227417,0.6257719571350102,0.5960520960520961,0.5803314517447065,0.6299658506004898,0.5835828677644047,20.645579300002282
8,1.7079130910106541,1.2744242212382613,0.39757731881908887,0.07182307716936356,0.6225901412187863,5,0.6291208791208791,0.6150156407093591,0.6197418570518494,0.6321791931286168,0.5970695970695971,0.5808236460748321,0.6412665247917175,0.5864800603920802,23.400430300000153
9,1.582260118984509,1.1946200092692087,0.3498349296546298,0.07561037040511709,0.6418078109560517,5,0.6277472527472527,0.5956898610961816,0.6226004958152771,0.6323832681501603,0.5978072853072853,0.5626270352751997,0.6432687121408956,0.5896174261013655,26.131146499999886
10,1.5286383173778235,1.139420692559019,0.3453643706480428,0.08770649777245276,0.6409308490111173,5,0.6153846153846154,0.5999078712644246,0.6291716694831848,0.6186539687603891,0.5842490842490844,0.5664765252508747,0.6533369532337895,0.5730771699329925,28.96596430000136
