modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6002747252747253,0.5684724175531084,0.636144578313253,0.3815028901734104,0.6877697841726619,0.6235046982765198,0.5993899896468584,0.050824175824175824,-0.03296703296703296,-0.042032799397258014,0.020418107509613037,-0.028547295738335476
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.625,0.6028899971237892,0.6386138613861386,0.464,0.7060561299852289,0.6033685803413391,0.627768553081593,0.03296703296703297,-0.008241758241758212,-0.007615219826577202,0.00028198957443237305,-0.00016873230360092695
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6277472527472527,0.6041346973572037,0.6470588235294118,0.45652173913043476,0.7088235294117647,0.6035563945770264,0.625971182276963,0.027472527472527472,-0.005494505494505475,-0.0063705195931627046,0.0004698038101196289,-0.0019661031082308655
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.603021978021978,0.57198952491154,0.6343825665859564,0.3919308357348703,0.6896551724137931,0.6259421706199646,0.5997348102605119,0.04807692307692308,-0.030219780219780223,-0.03851569203882643,0.02285557985305786,-0.02820247512468199
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6085164835164835,0.5771822923879425,0.636144578313253,0.4,0.6954022988505747,0.6229501962661743,0.598048346077432,0.050824175824175824,-0.02472527472527475,-0.03332292456242392,0.019863605499267578,-0.02988893930776193
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.625,0.601606062960263,0.6386138613861386,0.4594594594594595,0.7067448680351907,0.6047138571739197,0.6255149615818888,0.03296703296703297,-0.008241758241758212,-0.008899153990103437,0.0016272664070129395,-0.002422323803305093
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.5741758241758241,0.5415588233611094,0.5823389021479713,0.3775811209439528,0.664756446991404,0.6566534042358398,0.5206993250005566,0.04532967032967033,-0.05906593406593408,-0.06894639358925703,0.053566813468933105,-0.10723796038463729
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6263736263736264,0.6037724335674212,0.645320197044335,0.46321525885558584,0.7027818448023426,0.6069653630256653,0.6242863716024064,0.03296703296703297,-0.006868131868131844,-0.006732783382945251,0.003878772258758545,-0.0036509137827874794
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6332417582417582,0.6083527827546841,0.6553398058252428,0.45938375350140054,0.710334788937409,0.604350745677948,0.6250646578277903,0.0260989010989011,0.0,-0.00215243419568234,0.0012641549110412598,-0.0028726275574035842
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5728021978021978,0.5382185269748273,0.5707434052757794,0.3772455089820359,0.6666666666666666,0.6614811420440674,0.5164935195588062,0.054945054945054944,-0.06043956043956045,-0.07228668997553911,0.058394551277160645,-0.11144376582638771
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.5714285714285714,0.5377423439268468,0.5673076923076923,0.382089552238806,0.6638297872340425,0.6554125547409058,0.520572269000307,0.04120879120879121,-0.061813186813186816,-0.07276287302351958,0.05232596397399902,-0.10736501638488694
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0,0.6346153846153846,0.6097537939415552,0.6535626535626535,0.46368715083798884,0.7120115774240231,0.6079310178756714,0.6218818123946194,0.027472527472527472,0.0013736263736263687,-0.0007514230088112583,0.0048444271087646484,-0.0060554729905745175
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5604395604395604,0.525184852087682,0.5533980582524272,0.3685800604229607,0.6535764375876578,0.6828615069389343,0.47502332859255186,0.04532967032967033,-0.07280219780219777,-0.08532036486268446,0.07977491617202759,-0.15291395679264203
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6263736263736264,0.6031129936789111,0.6454767726161369,0.45901639344262296,0.7048458149779736,0.6131493449211121,0.6199841862112935,0.03708791208791209,-0.006868131868131844,-0.007392223271455278,0.010062754154205322,-0.007953099173900413
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0,0.6346153846153846,0.609688110589338,0.6521739130434783,0.4623955431754875,0.7144948755490483,0.6025006771087646,0.6261740611050739,0.03159340659340659,0.0013736263736263687,-0.0008171063610283857,-0.0005859136581420898,-0.0017632242801199904
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,463,0.5563186813186813,0.5178787654802143,0.5493975903614458,0.3496932515337423,0.6545454545454545,0.6916582584381104,0.46906504724346265,0.0521978021978022,-0.07692307692307687,-0.09262645147015214,0.08857166767120361,-0.15887223814173124
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,24,0.5563186813186813,0.5206110673814296,0.5510688836104513,0.3619631901840491,0.6488011283497884,0.6798658967018127,0.4775649934963954,0.054945054945054944,-0.07692307692307687,-0.08989414956893682,0.076779305934906,-0.15037229188879847
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0,0.6263736263736264,0.6009840565984877,0.6504854368932039,0.44692737430167595,0.7055393586005831,0.6101053357124329,0.6200296323464856,0.03571428571428571,-0.006868131868131844,-0.009521160351878666,0.007018744945526123,-0.007907653038708329
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6071428571428571,0.5750495835052368,0.6123456790123457,0.40793201133144474,0.7048710601719198,0.6252249479293823,0.5880392785433491,0.038461538461538464,-0.026098901098901117,-0.035455633445129586,0.022138357162475586,-0.039898006841844746
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6318681318681318,0.6102943180179325,0.6487804878048781,0.4718498659517426,0.7102526002971769,0.6007237434387207,0.6276960341832469,0.027472527472527472,-0.0013736263736263687,-0.00021089893243386726,-0.002362847328186035,-0.00024125120194695704
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0,0.6304945054945055,0.607316589263851,0.645320197044335,0.4648648648648649,0.711764705882353,0.6016906499862671,0.628659277842675,0.024725274725274724,-0.0027472527472527375,-0.0031886276865153995,-0.0013959407806396484,0.0007219924574810577
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,111,0.6057692307692307,0.5734767909025335,0.6138613861386139,0.4057142857142857,0.7008547008547008,0.6210929155349731,0.5906724923925107,0.042582417582417584,-0.027472527472527486,-0.03702842604783296,0.018006324768066406,-0.03726479299268315
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,5,0.6057692307692307,0.5739586774192796,0.6123456790123457,0.4044943820224719,0.7050359712230215,0.6237016320228577,0.5890397465922645,0.038461538461538464,-0.027472527472527486,-0.036546539531086775,0.020615041255950928,-0.03889753879292934
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0,0.6318681318681318,0.6098532770272244,0.6519607843137255,0.46648793565683644,0.7111111111111111,0.6001672744750977,0.6284176292628009,0.024725274725274724,-0.0013736263736263687,-0.0006519399231420531,-0.002919316291809082,0.0004803438776069813
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.6085164835164835,0.5819567897034171,0.6005089058524173,0.44808743169398907,0.697274031563845,0.6455736756324768,0.5419056201659879,0.042582417582417584,-0.02472527472527475,-0.02854842724694928,0.04248708486557007,-0.08603166521920602
A,middle,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6263736263736264,0.6052265194707727,0.6472019464720195,0.464,0.7044776119402985,0.6019363403320312,0.6270966050800569,0.028846153846153848,-0.006868131868131844,-0.0052786974795937525,-0.0011502504348754883,-0.0008406803051369538
V,middle,0.3,728,5478,0.3284235928836993,0.3199110671936759,0,0.6318681318681318,0.6076767771496564,0.645320197044335,0.46321525885558584,0.7144948755490483,0.6014793515205383,0.6303999023155903,0.027472527472527472,-0.0013736263736263687,-0.0028284398007100142,-0.0016072392463684082,0.0024626169303963996
TA,middle,0.3,728,5478,0.3284235928836993,0.31899819231442067,298,0.6043956043956044,0.5798440864641741,0.6034912718204489,0.44808743169398907,0.6879535558780842,0.6436836123466492,0.542991012314822,0.04807692307692308,-0.028846153846153855,-0.030661130486192345,0.04059702157974243,-0.08494627307037184
TV,middle,0.3,728,5478,0.3284235928836993,0.3194461095791871,15,0.6016483516483516,0.5766630717373701,0.5974683544303797,0.44565217391304346,0.6868686868686869,0.6431888937950134,0.5421897435152375,0.04532967032967033,-0.03159340659340659,-0.03384214521299633,0.04010230302810669,-0.08574754186995637
AV,middle,0.3,728,5478,0.3284235928836993,0.3194369409928567,0,0.6304945054945055,0.6092193368955163,0.6503667481662592,0.46684350132625996,0.7104477611940299,0.6011878848075867,0.6296890479571879,0.03021978021978022,-0.0027472527472527375,-0.001285880054850086,-0.0018987059593200684,0.0017517625719940533
T,middle,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5494505494505495,0.5283698750287327,0.5552699228791774,0.39185750636132316,0.6379821958456974,0.6728599071502686,0.4893260329845414,0.04945054945054945,-0.08379120879120872,-0.08213534192163374,0.06977331638336182,-0.13861125240065247
A,middle,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6277472527472527,0.6091123113142224,0.6457831325301204,0.4827586206896552,0.6987951807228916,0.6046931147575378,0.6261862295603827,0.03296703296703297,-0.005494505494505475,-0.0013929056361440262,0.0016065239906311035,-0.0017510558248111652
V,middle,0.5,728,8752,0.516434327252749,0.5101284584980237,0,0.625,0.6023781720293954,0.6372549019607843,0.4648648648648649,0.7050147492625368,0.6006886959075928,0.6325418531154802,0.028846153846153848,-0.008241758241758212,-0.00812704492097105,-0.002397894859313965,0.00460456773028628
TA,middle,0.5,728,8752,0.516434327252749,0.5096507084961223,492,0.5576923076923077,0.5380009663930548,0.5635910224438903,0.4020100502512563,0.6484018264840182,0.669785737991333,0.493402894614396,0.057692307692307696,-0.0755494505494505,-0.07250425055731158,0.06669914722442627,-0.13453439077079787
