epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,train_auxiliary_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,3.078262906502905,2.0708097072342886,0.8456797926389065,0.0,1.6177341114263295,0.7775431944595195,1,0.5728021978021978,0.46285969830549956,0.6732270121574402,0.5634972684814412,0.5613298738298739,0.4447149347843634,0.6827682764441879,0.5345483883210183,4.21807919999992
2,2.5315638687543913,1.73798502815314,0.6484338878158793,0.0,1.4514495940552545,0.7409137243687806,2,0.5851648351648352,0.48744912381846545,0.6463326215744019,0.5989270813657372,0.5738451363451363,0.47619420709418636,0.6642424353846798,0.5596825523375012,7.424757200002205
3,2.319777970461501,1.6020100979812015,0.5784735951753709,0.0,1.3929427975934103,0.6281458569715277,3,0.6277472527472527,0.5948618802139088,0.6166260838508606,0.6208061985193691,0.6086182336182335,0.5785241102444717,0.6374756108831476,0.5790722387719957,10.62247870000283
4,2.1996360209272607,1.5310855364764386,0.5325122207534857,0.0,1.360382601333472,0.6116304878477545,4,0.6456043956043956,0.6240891109382564,0.6255329847335815,0.6315257951674448,0.6162494912494914,0.5950305607535457,0.6471917496787177,0.5894607294699826,13.834002600000531
5,2.0582701628970117,1.4396981712995818,0.48506558359283763,0.0,1.3350640905096534,0.6197836680093789,4,0.6332417582417582,0.6119888370247472,0.6234999299049377,0.6260269685228506,0.6060999185999186,0.5864397791846154,0.6426095366477966,0.5840299060316307,17.061459399999876
6,1.9997398484262345,1.3951894492569308,0.4720016621130029,0.0,1.325487480809657,0.6230815248157907,4,0.635989010989011,0.6071719880303882,0.610636293888092,0.6295413670907547,0.6105769230769231,0.5792044703923694,0.6335660671746289,0.5852922281792893,20.268600499999593
7,1.8868774693212382,1.3293204062817199,0.4268606225503211,0.0,1.306964275236509,0.616878533697139,4,0.6236263736263736,0.6115062712949692,0.6038733124732971,0.6297494617925533,0.5987739112739113,0.5843913110874925,0.630903235188237,0.5806865007893158,23.528933399997186
8,1.7404437754572053,1.2271977930251559,0.3849499801604491,0.0,1.2829600289222594,0.6737108470963863,4,0.6071428571428571,0.5644351209096351,0.6543266773223877,0.6075738829256977,0.588446275946276,0.5431429854334964,0.6705985731548734,0.5632588495269818,26.775702300001285
9,1.624838414845305,1.1378376492344402,0.36025088542691036,0.0,1.2674987607922223,0.6453752871431064,4,0.6222527472527473,0.5874744665024427,0.6328927278518677,0.6051187589714077,0.6002492877492878,0.5640225553168295,0.6500790384080675,0.5625808136047789,29.954724000002898
10,1.5409243830876076,1.0755009030382834,0.3405406239040646,0.0,1.248828469600874,0.6730403636464919,4,0.6057692307692307,0.5547613437963185,0.6554964780807495,0.6032200941014614,0.5935846560846562,0.5460893082455573,0.6666918970920421,0.560468989163608,33.143133799996576
11,1.4094761634610362,0.9767032862762991,0.3096155258754216,0.0,1.231573423335057,0.6597091046004739,4,0.5796703296703297,0.5763375356907807,0.6382412314414978,0.5811222017637052,0.5578194953194954,0.5522304140892688,0.6591181192133162,0.5368056219209769,36.34106679999968
12,1.3229440863160566,0.9021881020034009,0.2991460931977046,0.0,1.2160988987633337,0.6512519501915286,4,0.6126373626373627,0.5880751569705533,0.6400148272514343,0.5945036120421957,0.5870980870980872,0.5596186197301434,0.6586005411766194,0.5495198303902614,39.502072499999485
13,1.1502256009294287,0.7594363784754926,0.2721319557860252,0.0,1.1865726423895586,0.6700903074730226,4,0.603021978021978,0.5768540672266141,0.6647452712059021,0.5737531459307293,0.575956450956451,0.5475938848852033,0.6784151947056806,0.5343564119860394,42.75011139999697
14,1.0297050146010207,0.668705235068331,0.24424889501573763,0.0,1.1675088384541215,0.6649954589865114,4,0.6016483516483516,0.5828103702406578,0.661492645740509,0.5819679711092189,0.5784238909238909,0.550485892626685,0.6737523354865886,0.5424996935301105,45.967709399999876
15,1.0195524432522207,0.6389861222921661,0.2642917135557563,0.0,1.1627461272416655,0.6626430664178351,4,0.5975274725274725,0.583754499475254,0.6500729322433472,0.5619938953662423,0.5657814407814408,0.5503603920207835,0.6687169637944963,0.5194205034762092,49.181378699999186
16,0.8881343551517762,0.5322331103555232,0.24229584606213492,0.0,1.1360539275521908,0.6576504893790813,4,0.6043956043956044,0.5873127509819694,0.649382472038269,0.597978532595333,0.5752442002442003,0.5545170177505128,0.6650049377370764,0.5552291663744062,52.39213039999595
17,0.8201412481131013,0.4756074098494337,0.2323231144049733,0.0,1.122107237919792,0.6790693951773904,4,0.5865384615384616,0.5674654114962202,0.6697421669960022,0.5776242371029794,0.5622710622710624,0.5411934770511158,0.6840760343604617,0.5370989946662434,55.613118599998415
18,0.7263193164904093,0.4049997318475692,0.21068363495182044,0.0,1.1063594364452782,0.6640083949334674,4,0.592032967032967,0.5813357833518777,0.6636151075363159,0.5808074975826601,0.5670787545787546,0.5530034763140854,0.6751747561825646,0.541716292613795,58.80169790000218
19,0.6805646421193023,0.36238273309669916,0.20906839555510717,0.0,1.0911351508349838,0.6770981398569009,4,0.5796703296703297,0.5620273746433638,0.6515843272209167,0.5787219432030862,0.5624236874236874,0.5399835875706995,0.6731759210427603,0.5330753986229431,62.03759429999627
20,0.6255159577319127,0.31553172429636756,0.20236798471308948,0.0,1.0761624460543378,0.6823433702001702,4,0.5892857142857143,0.5661893450378092,0.6694360375404358,0.5815407239964743,0.5646621896621896,0.5376838132864945,0.6854689198511618,0.5376539975426519,65.30450530000235
21,0.585468680781363,0.2801143687931664,0.1987977723551253,0.0,1.0655653772719302,0.6656827520651107,4,0.5947802197802198,0.5786315090062663,0.6572084426879883,0.5749547744030783,0.5678418803418803,0.5512498780274411,0.6760426704530362,0.5295986530812006,68.52102310000191
22,0.5263575962611607,0.23958435431671424,0.18251508968129249,0.0,1.042581487369116,0.6733674559339674,4,0.5934065934065934,0.5725202847171996,0.6531570553779602,0.5938568059543622,0.570436507936508,0.5425459734515825,0.6759090103484966,0.5467655698293217,71.76572039999883
23,0.5208573888433172,0.23852408208358972,0.17860866141600182,0.0,1.0372464495309146,0.6915755760065405,4,0.592032967032967,0.55163139329806,0.6702426671981812,0.5691461301576041,0.5736925111925112,0.5300981027332707,0.6848137831246411,0.5289582969749658,75.04566440000053
