modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6318681318681318,0.6083706436611027,0.6537634408602151,0.46418338108882523,0.7071651090342679,0.639762818813324,0.6063993028574354,0.028846153846153848,-0.013736263736263798,-0.015718467277153647,0.014229834079742432,-0.025126492310009407
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6442307692307693,0.6208754830915769,0.6799116997792495,0.47126436781609193,0.7114503816793893,0.6276789307594299,0.6298903911386448,0.02197802197802198,-0.0013736263736263687,-0.0032136278466794455,0.0021459460258483887,-0.0016354040288000249
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6442307692307693,0.6196440351101185,0.6814159292035398,0.46647230320699706,0.7110438729198184,0.6276406645774841,0.6311603195367582,0.027472527472527472,-0.0013736263736263687,-0.004445075828137912,0.002107679843902588,-0.0003654756306865625
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.6304945054945055,0.6046618532524377,0.6567164179104478,0.4502923976608187,0.7069767441860465,0.6391918659210205,0.6053889949016887,0.03159340659340659,-0.015109890109890167,-0.019427257685818655,0.013658881187438965,-0.026136800265756044
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6304945054945055,0.6044471972826163,0.6538461538461539,0.45161290322580644,0.7078825347758887,0.641840934753418,0.6057724363030587,0.028846153846153848,-0.015109890109890167,-0.019641913655640053,0.016307950019836426,-0.025753358864386122
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.6456043956043956,0.6212542104854227,0.6799116997792495,0.46956521739130436,0.7142857142857143,0.629319429397583,0.6296458877320767,0.023351648351648352,0.0,-0.002834900452833633,0.003786444664001465,-0.0018799074353680334
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.5892857142857143,0.5684821714601332,0.6092436974789915,0.43380281690140843,0.6624,0.6807459592819214,0.5294978383152517,0.03021978021978022,-0.05631868131868134,-0.05560693947812312,0.055212974548339844,-0.10202795685219312
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6428571428571429,0.619811173955784,0.6784140969162996,0.47262247838616717,0.7083969465648855,0.6290128827095032,0.6282726058961412,0.02197802197802198,-0.0027472527472527375,-0.004277936982472363,0.003479897975921631,-0.0032531892713035804
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6456043956043956,0.6214891246276305,0.6814159292035398,0.47093023255813954,0.7121212121212122,0.6300286650657654,0.6280021502262843,0.03159340659340659,0.0,-0.002599986310625857,0.004495680332183838,-0.003523644941160531
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5837912087912088,0.5584382552068922,0.6125,0.40350877192982454,0.6593059936908517,0.6852880716323853,0.5243644313905058,0.03571428571428571,-0.061813186813186816,-0.0656508557313642,0.05975508689880371,-0.10716136377693897
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.5851648351648352,0.5607362618767029,0.6105263157894737,0.4092219020172911,0.6624605678233438,0.6868577003479004,0.5257831369355461,0.03159340659340659,-0.06043956043956045,-0.06335284906155347,0.06132471561431885,-0.10574265823189866
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0,0.6414835164835165,0.6161481043175026,0.6813186813186813,0.46017699115044247,0.7069486404833837,0.6336216926574707,0.6253889120295806,0.0260989010989011,-0.004120879120879106,-0.00794100662075381,0.00808870792388916,-0.006136883137864202
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5618131868131868,0.5332314906387281,0.5745140388768899,0.367816091954023,0.6573643410852713,0.7162510752677917,0.47057722489292986,0.034340659340659344,-0.08379120879120883,-0.09085762029952826,0.0907180905342102,-0.16094857027451492
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6387362637362637,0.6142929406131098,0.6754385964912281,0.4633431085043988,0.7040971168437026,0.6330721378326416,0.6253227064657622,0.028846153846153848,-0.006868131868131955,-0.00979617032514657,0.007539153099060059,-0.006203088701682624
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0,0.6414835164835165,0.6178738931783686,0.6711111111111111,0.47126436781609193,0.7112462006079028,0.630445122718811,0.6275140885290492,0.028846153846153848,-0.004120879120879106,-0.006215217759887759,0.004912137985229492,-0.004011706638395562
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,463,0.5618131868131868,0.5301179632363572,0.564755838641189,0.3620178041543027,0.6635802469135802,0.7284747958183289,0.46179600921555164,0.03571428571428571,-0.08379120879120883,-0.09397114770189918,0.10294181108474731,-0.16972978595189314
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,24,0.5631868131868132,0.534500074692188,0.5641025641025641,0.37790697674418605,0.6614906832298136,0.7257470488548279,0.4651304403351817,0.042582417582417584,-0.08241758241758246,-0.0895890362460684,0.10021406412124634,-0.1663953548322631
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0,0.6428571428571429,0.6170151418245898,0.6798245614035088,0.46017699115044247,0.7110438729198184,0.6381429433822632,0.6214736399105365,0.03021978021978022,-0.0027472527472527375,-0.007073969113666534,0.01260995864868164,-0.01005215525690828
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6208791208791209,0.5991032140824021,0.651685393258427,0.44686648501362397,0.6987577639751553,0.635806679725647,0.59677243668014,0.03021978021978022,-0.02472527472527475,-0.024985896855854284,0.01027369499206543,-0.034753358487304764
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6428571428571429,0.6211748957860809,0.6799116997792495,0.47592067988668557,0.7076923076923077,0.6242152452468872,0.6329986049205726,0.02197802197802198,-0.0027472527472527375,-0.002914215152175492,-0.001317739486694336,0.0014728097531278017
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0,0.6428571428571429,0.6211748957860809,0.6799116997792495,0.47592067988668557,0.7076923076923077,0.6242484450340271,0.632562901587333,0.027472527472527472,-0.0027472527472527375,-0.002914215152175492,-0.0012845396995544434,0.0010371064198881896
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,111,0.6195054945054945,0.5977298507556412,0.6486486486486487,0.44686648501362397,0.6976744186046512,0.6333513855934143,0.5984898113922765,0.027472527472527472,-0.026098901098901117,-0.02635926018261514,0.007818400859832764,-0.033035983775168254
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,5,0.6153846153846154,0.5925490736138755,0.6426966292134831,0.4383561643835616,0.6965944272445821,0.6336298584938049,0.5981311822878262,0.03296703296703297,-0.030219780219780223,-0.03154003732438082,0.008096873760223389,-0.033394612879618535
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0,0.6401098901098901,0.6181233776686054,0.6784140969162996,0.4702549575070821,0.7057010785824345,0.6226950287818909,0.6342095605442878,0.024725274725274724,-0.005494505494505586,-0.005965733269650997,-0.002837955951690674,0.002683765376843006
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.603021978021978,0.5855540685855637,0.6086956521739131,0.4708994708994709,0.6770670826833073,0.6543388962745667,0.5553275368748882,0.03159340659340659,-0.04258241758241765,-0.03853504235269267,0.028805911540985107,-0.07619825829255655
A,middle,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6387362637362637,0.6170147847641066,0.6784140969162996,0.4689265536723164,0.7037037037037037,0.6225055456161499,0.633599007125047,0.0260989010989011,-0.006868131868131955,-0.007074326174149714,-0.0030274391174316406,0.002073211957602239
V,middle,0.3,728,5478,0.3284235928836993,0.3199110671936759,0,0.6456043956043956,0.6252105795320583,0.6769911504424779,0.4887640449438202,0.7098765432098766,0.6198776364326477,0.6351378624900599,0.0260989010989011,0.0,0.0011214685938019109,-0.005655348300933838,0.003612067322615098
TA,middle,0.3,728,5478,0.3284235928836993,0.31899819231442067,298,0.6043956043956044,0.586278362611521,0.6055045871559633,0.47214854111405835,0.6811819595645412,0.6520965695381165,0.5545111776294988,0.03571428571428571,-0.041208791208791284,-0.037810748326735366,0.026563584804534912,-0.07701461753794603
TV,middle,0.3,728,5478,0.3284235928836993,0.3194461095791871,15,0.5961538461538461,0.577907644010102,0.6022988505747127,0.45430809399477806,0.677115987460815,0.6496439576148987,0.5559556316983503,0.028846153846153848,-0.0494505494505495,-0.04618146692815439,0.02411097288131714,-0.07557016346909451
AV,middle,0.3,728,5478,0.3284235928836993,0.3194369409928567,0,0.6387362637362637,0.6173993819229898,0.6754966887417219,0.47191011235955055,0.7047913446676971,0.6174283027648926,0.6365023820097164,0.027472527472527472,-0.006868131868131955,-0.006689729015266543,-0.008104681968688965,0.004976586842271646
T,middle,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5576923076923077,0.5416028564686404,0.5727482678983834,0.4120603015075377,0.64,0.693601667881012,0.5026067090070284,0.03571428571428571,-0.08791208791208793,-0.082486254469616,0.06806868314743042,-0.12891908616041636
A,middle,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6387362637362637,0.6175697194249585,0.676923076923077,0.47191011235955055,0.703875968992248,0.6239407062530518,0.6310501311440833,0.027472527472527472,-0.006868131868131955,-0.006519391513297834,-0.0015922784805297852,-0.0004756640233615217
V,middle,0.5,728,8752,0.516434327252749,0.5101284584980237,0,0.6483516483516484,0.6292974225075488,0.6769911504424779,0.4986149584487535,0.7122861586314152,0.6181663274765015,0.6346166781129209,0.024725274725274724,0.0027472527472527375,0.0052083115692924675,-0.007366657257080078,0.0030908829454761033
TA,middle,0.5,728,8752,0.516434327252749,0.5096507084961223,492,0.5590659340659341,0.5452029942536627,0.5813953488372093,0.41975308641975306,0.6344605475040258,0.6924151182174683,0.5015404910606683,0.04120879120879121,-0.08653846153846156,-0.07888611668459367,0.06688213348388672,-0.12998530410677644
TV,middle,0.5,728,8752,0.516434327252749,0.5098909003716581,24,0.554945054945055,0.5403650173627151,0.5767441860465117,0.4088669950738916,0.635483870967742,0.6909226775169373,0.49997002517977296,0.042582417582417584,-0.09065934065934067,-0.08372409357554123,0.06538969278335571,-0.13155576998767182
AV,middle,0.5,728,8752,0.516434327252749,0.5098745422894532,0,0.6291208791208791,0.6106563518042107,0.672566371681416,0.46866485013623976,0.6907378335949764,0.6168521642684937,0.6324617946868383,0.024725274725274724,-0.016483516483516536,-0.013432759134045624,-0.00868082046508789,0.0009359995193934934
T,back,0.1,728,2032,0.12971193869701972,0.11833216864663405,3,0.614010989010989,0.5951570001832769,0.642706131078224,0.4676056338028169,0.6751592356687898,0.6492354273796082,0.5915898455498783,0.034340659340659344,-0.03159340659340659,-0.02893211075497948,0.02370244264602661,-0.039935949617566524
