epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,2.9196665531405643,2.071118052613226,0.8450145117225282,0.007067968174870042,0.778116636031719,1,0.5714285714285714,0.46098728089849067,0.6721906065940857,0.5659750322114261,0.5604904354904354,0.4444018325769804,0.6825957872249462,0.536315124191244,3.9781304000025557
2,2.4002474810483707,1.7400558521540421,0.6480495670472926,0.02428416074617095,0.7374299688383028,2,0.5837912087912088,0.48900104266418704,0.642341136932373,0.6008163058413821,0.5749643874643875,0.4786952543825303,0.6606929688541977,0.5622254707524592,6.694021900002554
3,2.1995476247284653,1.6034934248945323,0.5759748493799931,0.04015869732852888,0.6319583628822731,3,0.6236263736263736,0.58672581980312,0.6154986619949341,0.6215876102105257,0.6101953601953602,0.5759882880740219,0.6373579148893003,0.5800164913700415,9.401121200000489
4,2.091587918320882,1.536942158918142,0.5336416019080138,0.04200833607931376,0.6088517861075471,4,0.6483516483516484,0.6258630613465122,0.6251040697097778,0.6298621514712426,0.6198616198616199,0.5970757310255338,0.6441293756167094,0.5898709402684171,12.165062600000965
5,1.9576247619774978,1.4455456447531092,0.48577480962244857,0.05260860804078856,0.6205258035587227,4,0.6346153846153846,0.6131890304174948,0.6266823410987854,0.6223509605148386,0.6067867317867317,0.585942122719344,0.6442244991108224,0.5819831667196372,14.926427200000035
6,1.9066843681377585,1.402761077599954,0.47504558452625867,0.05775537837038862,0.6226659038379286,4,0.6401098901098901,0.6116675681893073,0.6131719350814819,0.6245143607390209,0.6111874236874236,0.5792026472057157,0.635548480131008,0.5817549271277292,17.680280700002186
7,1.8086468105990336,1.34564433017079,0.4330428557056215,0.05991924915556002,0.6229321848111121,4,0.6153846153846154,0.6083642645997861,0.6196141242980957,0.6215344937334879,0.5918294668294669,0.5828943049975708,0.6422378774042483,0.57467122241598,20.365639000003284
8,1.67011184309649,1.2451664721667328,0.389728418187909,0.07043387530719936,0.6677798619081324,4,0.6043956043956044,0.5662231324941079,0.6524398326873779,0.6047507263623414,0.5912952787952789,0.5499326915762223,0.6696607106261783,0.5604821319622837,23.13861160000306
9,1.575604341096836,1.1655392961579325,0.37075003764766307,0.07863002007742123,0.6428852493142729,4,0.6318681318681318,0.5954651984943956,0.6399903297424316,0.597973207941893,0.604141229141229,0.566303867598046,0.6525876886314816,0.5584126333198547,25.847987000001012
10,1.4868910141300207,1.1005630296530182,0.3442433741859905,0.08416922006588731,0.6673671196981307,4,0.6153846153846154,0.5641659442774726,0.6558398008346558,0.5985815337123306,0.6000203500203501,0.5512764874183256,0.6688506183800874,0.5564084741301061,28.573708000003535
11,1.3726447597694678,1.0086078586213192,0.3149405104685602,0.0981927796210737,0.6522246550611512,4,0.5851648351648352,0.5837238804976957,0.6354719996452332,0.5699345192143087,0.5627035002035002,0.5584704238410563,0.6562097723837252,0.5281879721368343,31.310939100003452
12,1.2787510112564413,0.9231162303677364,0.3012604028118201,0.10874877018958265,0.6591106069953718,4,0.6071428571428571,0.5771621060812726,0.6435534358024597,0.5895897981899324,0.5860805860805861,0.5532628492978934,0.6588752700222863,0.5472250780206861,34.00197610000032
13,1.122771375326766,0.7946890602933465,0.2709080542354064,0.11434853002593602,0.6684320868507317,4,0.603021978021978,0.5782940245399101,0.6628494262695312,0.5709787218400646,0.5771774521774522,0.5488879303028793,0.6777363540949645,0.5319646940983069,36.800898000001325
14,1.0244864598640813,0.7072493261019857,0.25021790493394913,0.1340384607111407,0.6557136611776844,4,0.6043956043956044,0.5899399634339394,0.6468602418899536,0.577532504629302,0.5798992673992672,0.5556754765533207,0.6642009571746543,0.5383036386949488,39.545289200003026
15,1.0263325118878102,0.679739983724389,0.2730989900007515,0.1469870776124573,0.6647653678571482,4,0.5837912087912088,0.57390138947681,0.6462046504020691,0.5571492638067319,0.5609228734228734,0.549273396046461,0.6653814989107626,0.5151912378958441,42.28976120000152
16,0.8677723434606954,0.5582180472115529,0.24236162674993234,0.13438533903572802,0.6534084420825819,4,0.6043956043956044,0.5904423884704423,0.6450701951980591,0.5895102902975891,0.5769485144485144,0.5579651096694246,0.6629480874096906,0.5469770488707681,45.025851200000034
17,0.8144654211134201,0.5009255263872104,0.23589273722779242,0.15529430398884858,0.6729190988182386,4,0.5934065934065934,0.5751441234119171,0.6628230810165405,0.5732257286644947,0.5665445665445665,0.5451789687219818,0.6814163978453036,0.5322330859997573,47.776740000001155
18,0.7523568534183923,0.4490335936135501,0.22199289566550584,0.16266072530282966,0.6557377217948601,4,0.5989010989010989,0.5871727496799295,0.6481608152389526,0.5766046328683005,0.5726750101750103,0.5570842050902853,0.665322647050575,0.5359430610056469,50.524849800000084
19,0.6883283663919643,0.389155811076608,0.21375008385206007,0.17084494713894113,0.6694867077987058,4,0.5892857142857143,0.5757220329073022,0.6547602415084839,0.5735539577328037,0.5653490028490028,0.5460055847308282,0.6734322044584486,0.5311197985536926,53.412961600002745
20,0.6512581217095849,0.35172234759590587,0.21237876665434186,0.17431400622376989,0.6774756050390378,4,0.5975274725274725,0.5745216602784123,0.6774681210517883,0.5705434944096549,0.5733872608872608,0.5443467186612807,0.6916415294011434,0.5281367422456414,56.20668090000254
21,0.5937663798611365,0.3011336680424889,0.20874117540417786,0.16778307059774278,0.6629810920793593,4,0.5906593406593407,0.5786305787906215,0.6476898193359375,0.5747435040547956,0.5663665038665039,0.5507091581950122,0.6667858152477829,0.5316587270826794,58.95163430000321
22,0.5160390764869892,0.247880783672712,0.1862062854382356,0.1639040092338255,0.6724861971484936,4,0.5975274725274725,0.5713273909570521,0.6543076038360596,0.5890078629355335,0.5742521367521367,0.5440703881668488,0.6753808094395531,0.5432085735359042,61.727940700002364
23,0.5268790934152561,0.2552650945790562,0.18697286062436358,0.1692822744639176,0.680660846508219,4,0.6057692307692307,0.5684679723353371,0.65988689661026,0.5726493947998778,0.5758547008547009,0.5351489129156853,0.6765957982451828,0.5320499854802848,64.52701690000322
24,0.4716470729971143,0.2206901136514167,0.176169013431699,0.14957589126536308,0.6666575428668399,4,0.5961538461538461,0.5766185673130254,0.6470511555671692,0.5743384827233365,0.5712250712250713,0.5480277688630978,0.6716483268472884,0.5247061470215127,67.27280980000069
25,0.4403299512585765,0.19575654800229642,0.17487573902039008,0.13939533019013187,0.6681110996221793,4,0.5837912087912088,0.576378018482572,0.6500770449638367,0.5683156898629278,0.5534951159951159,0.5469194299280102,0.6728883584340414,0.5244987147617911,69.9875890000003
26,0.4742070257663727,0.22258475879111242,0.1725726514226251,0.15809923404490298,0.6879889297306325,4,0.592032967032967,0.558936336393787,0.6732195019721985,0.5524702881580169,0.5711996336996338,0.5349336222751665,0.6912864214844174,0.5137779243919592,72.73005140000168
27,0.43170692420321816,0.1908302747184995,0.1676609929250512,0.1464313103607547,0.6853486172377747,4,0.5906593406593407,0.5624644800518146,0.6733230948448181,0.5851730938111328,0.5718101343101344,0.5390102433085578,0.6964486473136478,0.5438818120331558,75.49168100000315
28,0.42443187637076285,0.18717610963314377,0.1632742298105855,0.14796307968285718,0.6851602937655509,4,0.5865384615384616,0.5601722264043607,0.6655470728874207,0.5754300566419138,0.5654761904761906,0.5359965341130303,0.6869539795098482,0.5282612119056304,78.23875810000027
29,0.39541556642052,0.17032695675106918,0.1579506833616518,0.1342758556890997,0.6800046551635908,4,0.5879120879120879,0.5607354377522484,0.6508549451828003,0.5656035106102776,0.5681980056980057,0.5371717520108658,0.6753176660449417,0.5186279219095359,80.99571210000067
30,0.4039826886917688,0.17741304916612233,0.15991028221282938,0.13331871139768933,0.6863342495189151,4,0.5865384615384616,0.558899728302214,0.6783964037895203,0.5619623922977058,0.57000407000407,0.5393485891329569,0.6961503591802385,0.523493656054153,83.75248900000224
