modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5810439560439561,0.5561667751432253,0.5786516853932584,0.40594059405940597,0.6839080459770115,0.6347958445549011,0.6140481479413239,0.02197802197802198,-0.04258241758241754,-0.05355292049056437,0.02605295181274414,-0.0397250477346236
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6098901098901099,0.6006667916376158,0.6294416243654822,0.48868778280542985,0.6838709677419355,0.5982545018196106,0.6558483356246742,0.034340659340659344,-0.013736263736263687,-0.009052903996173867,-0.010488390922546387,0.0020751399487266564
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6167582417582418,0.6028231549563784,0.6082191780821918,0.49327354260089684,0.7069767441860465,0.6114525198936462,0.6532035997891769,0.016483516483516484,-0.006868131868131844,-0.0068965406774113,0.002709627151489258,-0.0005695958867706352
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5837912087912088,0.5666654364784337,0.5706371191135734,0.44954128440366975,0.6798179059180577,0.6325616240501404,0.6029657228475096,0.016483516483516484,-0.039835164835164805,-0.04305425915535599,0.0238187313079834,-0.050807472828437894
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.570054945054945,0.5430455109942289,0.5443786982248521,0.40384615384615385,0.6809116809116809,0.6421830058097839,0.6131103826729251,0.01510989010989011,-0.0535714285714286,-0.06667418463956076,0.03344011306762695,-0.040662813003022436
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.5906593406593407,0.584238640153524,0.6037735849056604,0.4789915966386555,0.6699507389162561,0.6010472774505615,0.6553384484899198,0.0260989010989011,-0.03296703296703296,-0.02548105548026569,-0.007695615291595459,0.001565252813972351
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5453296703296703,0.5027696553564767,0.4694533762057878,0.36683417085427134,0.6720214190093708,0.6752668023109436,0.5266470172633019,0.013736263736263736,-0.07829670329670335,-0.10695004027731303,0.06652390956878662,-0.12712617841264562
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6126373626373627,0.6081978209242037,0.6469135802469136,0.5110132158590308,0.6666666666666666,0.5915113091468811,0.6551146111098753,0.0260989010989011,-0.01098901098901095,-0.0015218747095859797,-0.01723158359527588,0.0013414154339278506
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.6057692307692307,0.5919833886265292,0.5971830985915493,0.48123620309050774,0.6975308641975309,0.6176353693008423,0.6508071393159942,0.017857142857142856,-0.017857142857142905,-0.017736307007260477,0.008892476558685303,-0.002966056359953284
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5370879120879121,0.5194438513547862,0.4879518072289157,0.43037974683544306,0.64,0.6686803102493286,0.504238413854842,0.01510989010989011,-0.08653846153846156,-0.09027584427900348,0.05993741750717163,-0.14953478182110547
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,0.5315934065934066,0.4879389254717557,0.42214532871972316,0.38571428571428573,0.6559571619812584,0.7053447365760803,0.504237516517212,0.006868131868131868,-0.09203296703296704,-0.12178077016203398,0.09660184383392334,-0.14953567915873545
