modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5975274725274725,0.5906015361016843,0.625,0.4768211920529801,0.6699834162520729,0.6085910797119141,0.6247685327097355,0.012362637362637362,-0.03159340659340659,-0.026613015943732665,0.00012630224227905273,-0.011431475630557797
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6291208791208791,0.617214552045417,0.6711711711711712,0.49872773536895676,0.6817447495961227,0.608464777469635,0.6362000122517819,0.005494505494505495,0.0,0.0,0.0,3.911488577479361e-09
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6318681318681318,0.6205495818399044,0.6727272727272727,0.5050505050505051,0.6838709677419355,0.6075960397720337,0.6363340819929597,0.005494505494505495,0.0027472527472527375,0.0033350297944874097,-0.0008687376976013184,0.00013407365266637772
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5975274725274725,0.5906015361016843,0.625,0.4768211920529801,0.6699834162520729,0.6085910797119141,0.6247685327097355,0.012362637362637362,-0.03159340659340659,-0.026613015943732665,0.00012630224227905273,-0.011431475630557797
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.603021978021978,0.5955177504696918,0.6265664160401002,0.4823008849557522,0.6776859504132231,0.6078950762748718,0.6245114170085354,0.01098901098901099,-0.026098901098901117,-0.021696801575725178,-0.0005697011947631836,-0.011688591331757925
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.6318681318681318,0.6205495818399044,0.6727272727272727,0.5050505050505051,0.6838709677419355,0.6075960397720337,0.6363340819929597,0.005494505494505495,0.0027472527472527375,0.0033350297944874097,-0.0008687376976013184,0.00013407365266637772
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5645604395604396,0.5580817053802614,0.5612244897959183,0.47558386411889597,0.6374367622259697,0.6437259912490845,0.5422078089969657,0.009615384615384616,-0.06456043956043955,-0.059132846665155614,0.03526121377944946,-0.09399219934332759
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6291208791208791,0.617214552045417,0.6711711711711712,0.49872773536895676,0.6817447495961227,0.608464777469635,0.6362000122517819,0.005494505494505495,0.0,0.0,0.0,3.911488577479361e-09
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.6346153846153846,0.6218781000390927,0.6742596810933941,0.5012787723785166,0.6900958466453674,0.6073426604270935,0.635941007066287,0.008241758241758242,0.005494505494505475,0.004663547993675743,-0.001122117042541504,-0.0002590012740063541
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5645604395604396,0.5580817053802614,0.5612244897959183,0.47558386411889597,0.6374367622259697,0.6437259912490845,0.5422078089969657,0.009615384615384616,-0.06456043956043955,-0.059132846665155614,0.03526121377944946,-0.09399219934332759
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,0.5645604395604396,0.5580396747669294,0.5684754521963824,0.47109207708779444,0.6345514950166113,0.6430150866508484,0.5415201369500874,0.008241758241758242,-0.06456043956043955,-0.05917487727848758,0.03455030918121338,-0.09467987139020595
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0.6346153846153846,0.6218781000390927,0.6742596810933941,0.5012787723785166,0.6900958466453674,0.6073426604270935,0.635941007066287,0.008241758241758242,0.005494505494505475,0.004663547993675743,-0.001122117042541504,-0.0002590012740063541
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,0.5425824175824175,0.5319644550263362,0.5056179775280899,0.4543610547667343,0.6359143327841845,0.6694192290306091,0.4941167416196017,0.006868131868131868,-0.08653846153846156,-0.08525009701908082,0.06095445156097412,-0.14208326672069166
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0.6291208791208791,0.617214552045417,0.6711711711711712,0.49872773536895676,0.6817447495961227,0.608464777469635,0.6362000122517819,0.005494505494505495,0.0,0.0,0.0,3.911488577479361e-09
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0.6304945054945055,0.6172678010944675,0.674364896073903,0.48854961832061067,0.6888888888888889,0.608604907989502,0.6343430868975839,0.009615384615384616,0.0013736263736263687,5.324904905057437e-05,0.00014013051986694336,-0.001856921442709436
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,0.5425824175824175,0.5319644550263362,0.5056179775280899,0.4543610547667343,0.6359143327841845,0.6694192290306091,0.4941167416196017,0.006868131868131868,-0.08653846153846156,-0.08525009701908082,0.06095445156097412,-0.14208326672069166
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,0.5439560439560439,0.5314941703810028,0.49142857142857144,0.4637096774193548,0.639344262295082,0.6710202097892761,0.49092494146759724,0.004120879120879121,-0.0851648351648352,-0.0857203816644142,0.06255543231964111,-0.1452750668726961
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0.6304945054945055,0.6172678010944675,0.674364896073903,0.48854961832061067,0.6888888888888889,0.608604907989502,0.6343430868975839,0.009615384615384616,0.0013736263736263687,5.324904905057437e-05,0.00014013051986694336,-0.001856921442709436
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5975274725274725,0.5899702591773673,0.6426735218508998,0.4584269662921348,0.6688102893890675,0.6112374663352966,0.6090580261402578,0.008241758241758242,-0.03159340659340659,-0.027244292868049635,0.002772688865661621,-0.027141982200035497
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6291208791208791,0.617214552045417,0.6711711711711712,0.49872773536895676,0.6817447495961227,0.608464777469635,0.6362000122517819,0.005494505494505495,0.0,0.0,0.0,3.911488577479361e-09
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0.6277472527472527,0.6159301160476283,0.669683257918552,0.49746192893401014,0.6806451612903226,0.6077969074249268,0.6362559992646301,0.005494505494505495,-0.0013736263736263687,-0.0012844359977887132,-0.000667870044708252,5.5990924336724035e-05
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5975274725274725,0.5899702591773673,0.6426735218508998,0.4584269662921348,0.6688102893890675,0.6112374663352966,0.6090580261402578,0.008241758241758242,-0.03159340659340659,-0.027244292868049635,0.002772688865661621,-0.027141982200035497
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,0.5975274725274725,0.5900917039522744,0.640625,0.4608501118568233,0.6688,0.611249566078186,0.6087703588817108,0.009615384615384616,-0.03159340659340659,-0.027122848093142582,0.0027847886085510254,-0.027429649458582506
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0.6277472527472527,0.6159301160476283,0.669683257918552,0.49746192893401014,0.6806451612903226,0.6077969074249268,0.6362559992646301,0.005494505494505495,-0.0013736263736263687,-0.0012844359977887132,-0.000667870044708252,5.5990924336724035e-05
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5782967032967034,0.5687236509950152,0.5760869565217391,0.4698275862068966,0.6602564102564102,0.6233521103858948,0.5731675115332455,0.008241758241758242,-0.050824175824175755,-0.04849090105040177,0.014887332916259766,-0.06303249680704781
A,middle,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6291208791208791,0.617214552045417,0.6711711711711712,0.49872773536895676,0.6817447495961227,0.608464777469635,0.6362000122517819,0.005494505494505495,0.0,0.0,0.0,3.911488577479361e-09
V,middle,0.3,728,5478,0.3284235928836993,0.3199110671936759,0.6277472527472527,0.6152925937432524,0.6697038724373576,0.49238578680203043,0.6837881219903692,0.607037365436554,0.6368994187361315,0.004120879120879121,-0.0013736263736263687,-0.0019219583021645725,-0.0014274120330810547,0.000699410395838207
TA,middle,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5782967032967034,0.5687236509950152,0.5760869565217391,0.4698275862068966,0.6602564102564102,0.6233521103858948,0.5731675115332455,0.008241758241758242,-0.050824175824175755,-0.04849090105040177,0.014887332916259766,-0.06303249680704781
TV,middle,0.3,728,5478,0.3284235928836993,0.3194461095791871,0.5810439560439561,0.5715277067232374,0.5810055865921788,0.4700854700854701,0.6634920634920635,0.6228083372116089,0.5730352959382722,0.005494505494505495,-0.04807692307692302,-0.04568684532217959,0.014343559741973877,-0.06316471240202115
AV,middle,0.3,728,5478,0.3284235928836993,0.3194369409928567,0.6277472527472527,0.6152925937432524,0.6697038724373576,0.49238578680203043,0.6837881219903692,0.607037365436554,0.6368994187361315,0.004120879120879121,-0.0013736263736263687,-0.0019219583021645725,-0.0014274120330810547,0.000699410395838207
