epoch,train_loss,selection_J,clean_accuracy,clean_macro_f1,clean_mae,masked_macro_f1,masked_mae
1,1.3325812451881582,0.7633098371903564,0.5961538461538461,0.46660897109565025,0.6738433837890625,0.4644084345882766,0.6884591623588845
2,1.1198317097634385,0.6268547229137381,0.6277472527472527,0.5994385507462198,0.6054007411003113,0.5733696295199243,0.6251660839275077
3,1.0195490148703024,0.6266398509626325,0.6387362637362637,0.6068642291569633,0.6284087300300598,0.5781153294460795,0.6383000446690453
4,0.9713679216044993,0.6174576334333396,0.6304945054945055,0.6127152735921556,0.6065973043441772,0.5807893466333898,0.6227147457776246
5,0.9045847248785275,0.738647472615218,0.5755494505494505,0.5141038720310956,0.7245154976844788,0.49908305740513054,0.7244377688125327
6,0.944474594196269,0.6612993541938715,0.5741758241758241,0.5712428946606702,0.6213768124580383,0.5442825507132103,0.6421623594231076
7,0.8702429725073926,0.6531456781385764,0.6112637362637363,0.5842124617296928,0.6290730834007263,0.5552266784939884,0.652784181965722
8,0.789744617213908,0.6449415552539419,0.603021978021978,0.5976930870547892,0.6226475834846497,0.5582018098322128,0.644515543072312
9,0.7021265307828147,0.6679608751552935,0.6167582417582418,0.5730426885630399,0.6489282250404358,0.5468227324171339,0.6690449780888028
10,0.6453341595290862,0.648518434558069,0.5989010989010989,0.5859648784693702,0.6209926605224609,0.5576140791986403,0.6458833007900803
11,0.5569747378662865,0.6433873171474054,0.6002747252747253,0.5928409350572056,0.626011848449707,0.565722481008368,0.6548870305220286
12,0.4935937211510008,0.6651617058252081,0.5741758241758241,0.5737457272453582,0.6334481835365295,0.5452042522759954,0.6588559128620006
13,0.5136973483397438,0.6508531203911347,0.6208791208791209,0.5870945717754229,0.6415784358978271,0.5632408842245608,0.6663702273810351
14,0.4065736926971374,0.6660099919782664,0.603021978021978,0.5704829206805492,0.6543926000595093,0.5532841753888034,0.6762445480735214
15,0.3322523393932955,0.6637447824202616,0.5906593406593407,0.5756580333788186,0.6421849727630615,0.5492496100019307,0.6643243354779703
16,0.31575761140709596,0.6818135895933384,0.603021978021978,0.5592307784017073,0.6527453660964966,0.5355799639279842,0.6756432398601815
17,0.3345913843088543,0.6676812919610177,0.5810439560439561,0.5626212200003152,0.6440415978431702,0.5490857364252056,0.6659230645056124
18,0.24545237150740026,0.6732610255601289,0.6043956043956044,0.5673828871541367,0.6501860618591309,0.5441027264983548,0.6760064816033399
19,0.24444743266688532,0.6669737385211979,0.5989010989010989,0.5762411480854798,0.6397125124931335,0.546024194671243,0.6689711820196222
20,0.19734462608469427,0.6942193655492084,0.5824175824175825,0.547682840081424,0.6675336956977844,0.5294206716385994,0.6903110852947941
21,0.19869825113592163,0.677051383153844,0.6057692307692307,0.568076750585981,0.6509486436843872,0.5391614818716174,0.67678384758808
22,0.1733361630534564,0.666846271913876,0.6043956043956044,0.5829641776680894,0.6425755023956299,0.5453048871667802,0.6720720926920573
23,0.13869674276664787,0.6724603615552713,0.5947802197802198,0.5671196466488525,0.6456587314605713,0.5432132180942245,0.6713811699990873
24,0.14128445073940266,0.6512715863065167,0.6071428571428571,0.594104102595027,0.6431156396865845,0.5617419492004514,0.6700444155269198
25,0.19935343013596288,0.6764683470602343,0.5782967032967034,0.549889373028969,0.644294261932373,0.5426785600437761,0.6690336874237767
26,0.14373173353334942,0.6835167020764479,0.5755494505494505,0.550085676231439,0.6625089645385742,0.5403116816573085,0.6842512079962978
27,0.12511147019893634,0.6650493465961911,0.5810439560439561,0.5638363353215785,0.6323515772819519,0.5489499960494023,0.6600998507605659
28,0.09948206855113095,0.6745207000685018,0.5879120879120879,0.5567407495104929,0.6430937051773071,0.5423821480268495,0.6676054254726127
29,0.09923107912859966,0.6823620112370068,0.5851648351648352,0.5514934356655109,0.6443974375724792,0.5349471485191256,0.6709837803134212
30,0.09808800685739306,0.6752063208505409,0.5947802197802198,0.564444381169701,0.6483873128890991,0.5415598492999266,0.6738201081752777
