modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5906593406593407,0.5765367902774741,0.5959595959595959,0.4532710280373832,0.680379746835443,0.6143853068351746,0.6109542679544663,0.013736263736263736,-0.039835164835164805,-0.03617848331468154,0.0077880024909973145,-0.017302267213253564
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6304945054945055,0.6119024766928122,0.6543778801843319,0.47745358090185674,0.703875968992248,0.6076183319091797,0.6275016584712713,0.012362637362637362,0.0,-0.0008127968993434376,0.0010210275650024414,-0.0007548766964485809
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6332417582417582,0.6147812875312143,0.6573426573426573,0.48021108179419525,0.7067901234567902,0.6062865853309631,0.6283123753778437,0.01098901098901099,0.0027472527472527375,0.0020660139390586973,-0.00031071901321411133,5.584021012383644e-05
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5879120879120879,0.5739590996272974,0.5888324873096447,0.4547563805104408,0.6782884310618067,0.6144241690635681,0.6101241587778496,0.013736263736263736,-0.04258241758241754,-0.0387561739648582,0.00782686471939087,-0.018132376389870197
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.5892857142857143,0.5741178984916218,0.5903307888040712,0.4507042253521127,0.6813186813186813,0.6142430901527405,0.6108935567800013,0.013736263736263736,-0.04120879120879117,-0.03859737510053385,0.007645785808563232,-0.017362978387718497
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.6304945054945055,0.6127152735921556,0.6558891454965358,0.48148148148148145,0.7007751937984497,0.6073536276817322,0.6276046252553532,0.016483516483516484,0.0,0.0,0.0007563233375549316,-0.0006519099123666328
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5521978021978022,0.5416684202277912,0.5421052631578948,0.44638949671772427,0.6365105008077544,0.642531156539917,0.5426359170752277,0.008241758241758242,-0.07829670329670324,-0.07104685336436445,0.035933852195739746,-0.0856206180924921
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6263736263736264,0.6074984574726576,0.6435185185185185,0.47619047619047616,0.7027863777089783,0.6114482879638672,0.6246359365302154,0.008241758241758242,-0.004120879120879106,-0.00521681611949798,0.004850983619689941,-0.003620598637504413
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.6318681318681318,0.6135840708377285,0.6557377049180327,0.48148148148148145,0.7035330261136713,0.6072100400924683,0.6276253315609687,0.012362637362637362,0.0013736263736263687,0.0008687972455728721,0.0006127357482910156,-0.0006312036067511739
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5576923076923077,0.546191118699392,0.5430809399477807,0.4503311258278146,0.6451612903225806,0.646281898021698,0.5357703803386212,0.005494505494505495,-0.07280219780219777,-0.06652415489276364,0.03968459367752075,-0.09248615482909861
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,0.5590659340659341,0.5466638300723495,0.5435356200527705,0.44789356984478934,0.6485623003194888,0.6419296264648438,0.5424182057344462,0.009615384615384616,-0.0714285714285714,-0.06605144351980607,0.035332322120666504,-0.08583832943327363
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0.6277472527472527,0.6095319240146826,0.6526806526806527,0.47745358090185674,0.6984615384615385,0.6115596294403076,0.6241347908843939,0.008241758241758242,-0.0027472527472527375,-0.003183349577473016,0.004962325096130371,-0.004121744283325901
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,0.5412087912087912,0.5290438454880267,0.5014409221902018,0.4386317907444668,0.6470588235294118,0.668371856212616,0.4907949796601174,0.004120879120879121,-0.0892857142857143,-0.08367142810412886,0.06177455186843872,-0.13746155550760242
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0.6263736263736264,0.608937074829932,0.6530612244897959,0.48,0.69375,0.6116676926612854,0.6252347086917356,0.012362637362637362,-0.004120879120879106,-0.003778198762223628,0.005070388317108154,-0.0030218264759842572
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0.6236263736263736,0.6057457749907958,0.6494117647058824,0.47244094488188976,0.6953846153846154,0.6082810759544373,0.6260686174801325,0.01098901098901099,-0.006868131868131844,-0.006969498601359758,0.0016837716102600098,-0.002187917687587304
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,0.5315934065934066,0.5201500603353807,0.48725212464589235,0.4342629482071713,0.6389351081530782,0.674387514591217,0.48595711347486387,0.006868131868131868,-0.09890109890109888,-0.09256521325677491,0.0677902102470398,-0.14229942169285598
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,0.5480769230769231,0.535461064345576,0.5157593123209169,0.44214876033057854,0.6484751203852327,0.6697823405265808,0.4887582562343489,0.004120879120879121,-0.08241758241758235,-0.07725420924657955,0.06318503618240356,-0.13949827893337097
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0.6181318681318682,0.5983337650004317,0.6481481481481481,0.45454545454545453,0.6923076923076923,0.6127304434776306,0.6236735380450852,0.012362637362637362,-0.012362637362637319,-0.014381508591723935,0.006133139133453369,-0.004582997122634658
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.5947802197802198,0.577291300012964,0.5925925925925926,0.4449648711943794,0.6943164362519201,0.6123090386390686,0.5985439749951372,0.004120879120879121,-0.0357142857142857,-0.03542397357919158,0.005711734294891357,-0.029712560172582614
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6304945054945055,0.6116168689698102,0.6527777777777778,0.47619047619047616,0.7058823529411765,0.604714035987854,0.6299724466716793,0.013736263736263736,0.0,-0.0010984046223454502,-0.0018832683563232422,0.0017159115039594441
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0.6304945054945055,0.611758054748548,0.654292343387471,0.47619047619047616,0.7047913446676971,0.6065409183502197,0.6280849608710698,0.012362637362637362,0.0,-0.0009572188436075546,-5.638599395751953e-05,-0.00017157429665004553
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.5961538461538461,0.5785057234263721,0.5978835978835979,0.4413145539906103,0.696319018404908,0.6106309294700623,0.6010188170786901,0.005494505494505495,-0.03434065934065933,-0.03420955016578353,0.00403362512588501,-0.02723771808902975
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,0.5989010989010989,0.5817766378276722,0.5957446808510638,0.45433255269320844,0.6952526799387443,0.6125277876853943,0.5983551721549938,0.005494505494505495,-0.03159340659340659,-0.030938635764483413,0.005930483341217041,-0.029901363012726057
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0.6318681318681318,0.6129056087417416,0.654292343387471,0.4787234042553192,0.7057010785824345,0.6047088503837585,0.6298232713769049,0.012362637362637362,0.0013736263736263687,0.00019033514958599618,-0.0018884539604187012,0.0015667362091850157
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5879120879120879,0.5748001991989397,0.5770308123249299,0.4692982456140351,0.6780715396578538,0.6233731508255005,0.5668857727568203,0.005494505494505495,-0.04258241758241754,-0.03791507439321595,0.016775846481323242,-0.06137076241089956
