modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6016483516483516,0.560294294311719,0.64453125,0.3509933774834437,0.6853582554517134,0.657302975654602,0.6075089799850635,0.02197802197802198,-0.038461538461538436,-0.05002481960816518,0.006798505783081055,-0.03292215082676608
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6442307692307693,0.6138593441315828,0.6708860759493671,0.4492307692307692,0.7214611872146118,0.6523391604423523,0.6399190415041014,0.017857142857142856,0.004120879120879217,0.0035402302116986917,0.0018346905708312988,-0.0005120893077281696
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6414835164835165,0.6100000722927182,0.6708595387840671,0.43962848297213625,0.7195121951219512,0.6537179350852966,0.6387670187133706,0.019230769230769232,0.0013736263736264798,-0.0003190416271658947,0.0032134652137756348,-0.0016641120984589586
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.603021978021978,0.5576012378718296,0.6393762183235867,0.3389830508474576,0.6944444444444444,0.6590025424957275,0.6068099820976661,0.0260989010989011,-0.03708791208791207,-0.05271787604805456,0.008498072624206543,-0.03362114871416344
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6057692307692307,0.5634995386300842,0.6457925636007827,0.3521594684385382,0.6925465838509317,0.6613384485244751,0.6059455862236317,0.0260989010989011,-0.03434065934065933,-0.046819575289799964,0.010833978652954102,-0.03448554458819786
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.6428571428571429,0.6116908823149857,0.6680672268907563,0.4444444444444444,0.7225609756097561,0.6546944975852966,0.63846170903136,0.012362637362637362,0.0027472527472528485,0.001371768395101558,0.004190027713775635,-0.001969421780469549
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.570054945054945,0.5322283262999343,0.5903614457831325,0.34983498349834985,0.6564885496183206,0.7038488984107971,0.5221479539561067,0.03296703296703297,-0.07005494505494503,-0.07809078761994981,0.05334442853927612,-0.11828317685572287
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6442307692307693,0.6121096651455886,0.6694560669456067,0.4423676012461059,0.7245053272450532,0.6595880389213562,0.6355802926649226,0.017857142857142856,0.004120879120879217,0.0017905512257044842,0.009083569049835205,-0.0048508381469070105
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6387362637362637,0.6069198286419845,0.6708595387840671,0.43343653250773995,0.7164634146341463,0.6567597389221191,0.6357839426165305,0.017857142857142856,-0.0013736263736263687,-0.0033992852778996774,0.0062552690505981445,-0.004647188195299079
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.570054945054945,0.5290033367580459,0.5861386138613861,0.3412969283276451,0.6595744680851063,0.7145412564277649,0.5167732682095313,0.03021978021978022,-0.07005494505494503,-0.08131577716183824,0.0640367865562439,-0.12365786260229827
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.5769230769230769,0.53994272599815,0.5943775100401606,0.3618421052631579,0.6636085626911316,0.7110653519630432,0.5175573650581883,0.03983516483516483,-0.06318681318681318,-0.07037638792173417,0.06056088209152222,-0.12287376575364128
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0,0.6401098901098901,0.6077358419496207,0.6680584551148225,0.43343653250773995,0.7217125382262997,0.6651081442832947,0.631942344681266,0.019230769230769232,0.0,-0.0025832719702634233,0.014603674411773682,-0.008488786130563586
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5535714285714286,0.5114721213919898,0.5605095541401274,0.3161290322580645,0.6577777777777778,0.7309260368347168,0.4715047137487083,0.03159340659340659,-0.08653846153846145,-0.0988469925278943,0.0804215669631958,-0.16892641706312128
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6387362637362637,0.6057151570257234,0.6652719665271967,0.43260188087774293,0.7192716236722306,0.6648015379905701,0.6327978362299298,0.020604395604395604,-0.0013736263736263687,-0.00460395689416071,0.014297068119049072,-0.007633294581899763
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0,0.6401098901098901,0.6085222577703445,0.6666666666666666,0.43962848297213625,0.7192716236722306,0.6601172685623169,0.6330388295599947,0.019230769230769232,0.0,-0.0017968561495396163,0.009612798690795898,-0.007392301251834876
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,463,0.5480769230769231,0.5045491727608217,0.549266247379455,0.31438127090301005,0.65,0.7457617521286011,0.4653109070613601,0.03571428571428571,-0.09203296703296693,-0.10576994115906246,0.09525728225708008,-0.17512022375046948
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,24,0.5563186813186813,0.5208634115822752,0.5690021231422505,0.34591194968553457,0.6476761619190404,0.7401095628738403,0.46420481413746084,0.038461538461538464,-0.08379120879120872,-0.08945570233760891,0.08960509300231934,-0.17622631667436872
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0,0.635989010989011,0.6014001121726472,0.6611226611226612,0.4227129337539432,0.7203647416413373,0.6718302965164185,0.6275334811016832,0.02197802197802198,-0.004120879120879106,-0.008919001747236921,0.02132582664489746,-0.012897649710146397
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6236263736263736,0.5928407402139997,0.6509635974304069,0.41916167664670656,0.7083969465648855,0.6421951651573181,0.5996489691830635,0.024725274725274724,-0.016483516483516425,-0.017478373705884453,-0.00830930471420288,-0.04078216162876602
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6442307692307693,0.6155152448034515,0.6694736842105263,0.4573170731707317,0.7197549770290965,0.6490814089775085,0.6410479925253996,0.017857142857142856,0.004120879120879217,0.005196130883567407,-0.0014230608940124512,0.000616861713570005
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0,0.6387362637362637,0.6103862446577422,0.6610169491525424,0.45454545454545453,0.7155963302752294,0.6503310799598694,0.6409534400775577,0.02197802197802198,-0.0013736263736263687,6.713073785802326e-05,-0.00017338991165161133,0.0005223092657281603
