modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.6222527472527473,0.5949167903275603,0.6370967741935484,0.4451219512195122,0.7025316455696202,0.6229668855667114,0.6020360871118345,0.03708791208791209,0.0,-0.004961812163362667,0.026041626930236816,-0.024073339047103404
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6291208791208791,0.6084722922497218,0.6528925619834711,0.47701149425287354,0.6955128205128205,0.5985233783721924,0.6243646192355604,0.03571428571428571,0.006868131868131844,0.008593689758798817,0.0015981197357177734,-0.0017448069233775287
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6222527472527473,0.599878602490923,0.6528925619834711,0.45664739884393063,0.6900958466453674,0.5969252586364746,0.6261094235053202,0.03708791208791209,0.0,0.0,0.0,-2.6536177699654218e-09
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.6208791208791209,0.5952560807753645,0.631578947368421,0.45592705167173253,0.69826224328594,0.6243504881858826,0.6007875772136948,0.03983516483516483,-0.0013736263736263687,-0.004622521715558436,0.02742522954940796,-0.02532184894524314
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.6222527472527473,0.5949167903275603,0.6370967741935484,0.4451219512195122,0.7025316455696202,0.6229668855667114,0.6020360871118345,0.03708791208791209,0.0,-0.004961812163362667,0.026041626930236816,-0.024073339047103404
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.6291208791208791,0.6084722922497218,0.6528925619834711,0.47701149425287354,0.6955128205128205,0.5985233783721924,0.6243646192355604,0.03571428571428571,0.006868131868131844,0.008593689758798817,0.0015981197357177734,-0.0017448069233775287
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5961538461538461,0.5703456500763374,0.6060606060606061,0.42771084337349397,0.6772655007949125,0.6585789322853088,0.5280796840728544,0.024725274725274724,-0.026098901098901117,-0.029532952414585534,0.06165367364883423,-0.0980297420860835
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.625,0.603502967386815,0.6528066528066528,0.46551724137931033,0.6921850079744817,0.6002532839775085,0.6222753421983178,0.03708791208791209,0.0027472527472527375,0.0036243648958920183,0.0033280253410339355,-0.003834083960620127
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.6222527472527473,0.599878602490923,0.6528925619834711,0.45664739884393063,0.6900958466453674,0.5969252586364746,0.6261094235053202,0.03708791208791209,0.0,0.0,0.0,-2.6536177699654218e-09
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5810439560439561,0.5580405168156255,0.5860655737704918,0.42565597667638483,0.6624,0.6613972187042236,0.5266599548157956,0.03021978021978022,-0.04120879120879117,-0.041838085675297454,0.06447196006774902,-0.0994494713431423
