epoch,train_loss,train_class_loss,train_reg_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,2.7785024469485164,1.9671112477691606,0.811391192384953,0.6981576687372217,1,0.6112637362637363,0.5459396101414979,0.7065211534500122,0.6105824680687418,0.5941188441188442,0.5319254959719711,0.6988397218562938,0.5808801085171456,4.3837187999997695
2,2.3817713719931195,1.6991769142108744,0.6825944600294896,0.6629631192609424,2,0.6043956043956044,0.5626640971977904,0.6606184840202332,0.6188011826110904,0.5913207163207163,0.5561320488511571,0.6627065594549533,0.5868333947392212,7.7170995000014955
3,2.1244477919520968,1.5562860049274427,0.5681617927217694,0.6426638887176822,3,0.6373626373626373,0.5932222847189955,0.6450998783111572,0.6532494526346003,0.6107295482295482,0.5701289050850793,0.6592312620745765,0.6047532435057492,11.009932200002368
4,1.9437765160786737,1.4281572636869764,0.5156192568861859,0.6385986046391796,4,0.603021978021978,0.5779262747895583,0.5883254408836365,0.65269393983782,0.5865130240130241,0.5591867356053204,0.6137724198676922,0.6074736368876865,14.456359800002247
5,1.811140067587896,1.3454890384589802,0.46565102230817823,0.6599970671626919,4,0.6126373626373627,0.565722157654657,0.6125773787498474,0.634493211969668,0.5897690272690272,0.5454517526386615,0.6378732246381266,0.5851432993937613,17.802010999999766
6,1.6277356664456746,1.212482832071532,0.4152528360727434,0.6596147092691281,4,0.6016483516483516,0.5797942933033092,0.6671375036239624,0.6133886344373483,0.5817053317053317,0.5590687478040635,0.6730802059173584,0.5789535399180594,21.06880269999965
7,1.4202346789117064,1.0405217883162015,0.3797128973767403,0.6662014934042769,4,0.5673076923076923,0.568201291587384,0.6167928576469421,0.6123964283767189,0.540623728123728,0.5377263387166158,0.6405886621386917,0.5649517455056101,24.378606400001445
8,1.3163596482269895,0.9523680200984095,0.3639916357393644,0.6830255920109709,4,0.6002747252747253,0.5594692288793949,0.6630972623825073,0.6350133970818472,0.5747354497354497,0.5347534790831856,0.6747996133786661,0.5876930173316327,27.699483500000497
9,1.2127177795359594,0.8615548160536124,0.3511629620778192,0.6736896852217444,4,0.6057692307692307,0.5710015964504258,0.6572205424308777,0.6307147124578475,0.5759564509564509,0.5427356514952456,0.674893777679514,0.579325412536869,31.004209000002447
10,1.078266798308742,0.749927342798292,0.32833945810882614,0.6825451584993645,4,0.5673076923076923,0.5624480541288466,0.6495346426963806,0.5974483944288754,0.5402167277167278,0.5313777602533688,0.6702504213209506,0.5453977055347087,34.405359899999894
11,1.0149392825338732,0.684395450134165,0.33054384336819176,0.6898605845550807,4,0.5961538461538461,0.5607482833021006,0.6636976599693298,0.6143325816009917,0.5694953194953195,0.5278794405649397,0.6825963898941323,0.5646329072999352,37.73463510000147
12,0.7905234279794089,0.5022126970700206,0.2883107283680709,0.6640190512139048,4,0.5810439560439561,0.5728166933895802,0.617276668548584,0.6288949354767,0.5532407407407407,0.5395253760155376,0.6417101367756173,0.5792106175287679,41.08398230000239
13,0.6496157500064426,0.3810973628982353,0.2685183871082073,0.6960339103084192,4,0.5782967032967034,0.5504770407027558,0.6611071825027466,0.6017501394631791,0.5558099308099309,0.5243023221786784,0.6871505876382192,0.5462794078079027,44.46995080000124
14,0.5717542693172534,0.3237945241126642,0.24795974394709794,0.6967640670519386,4,0.5865384615384616,0.5460684074530646,0.6678340435028076,0.6063676186032754,0.5671805046805046,0.5257106550392763,0.6876452929443784,0.554193806664598,47.86084340000161
15,0.5209381445957038,0.28394191096562876,0.2369962298378502,0.6884219768545677,4,0.5728021978021978,0.5461977794695947,0.6593860983848572,0.6112949691915682,0.5572089947089947,0.5320464902497335,0.6762297915087806,0.5616565243057935,51.1551595000019
16,0.48716280882154894,0.27087833149268103,0.21628448069644254,0.6786515622284518,4,0.5892857142857143,0.5604487472382275,0.6397319436073303,0.6120758781708387,0.5640008140008141,0.5350582752531766,0.6669858407091211,0.5572817642877175,54.49594050000087
17,0.43150816699366507,0.2270474200703434,0.2044607445290408,0.6844281969221818,4,0.5686813186813187,0.5441285344501219,0.6378899812698364,0.6010178498023867,0.5550213675213674,0.5315036008683808,0.6637221309873793,0.5545020807284253,57.96777180000208
18,0.44244427689747534,0.23810886588600494,0.20433541186077078,0.698099312006307,4,0.5782967032967034,0.5442078639592451,0.6531083583831787,0.5978744701417779,0.5526048026048026,0.5198641043367005,0.6784946388668485,0.5470613618597704,61.320923900002526
19,0.4125545367225456,0.20961414661604105,0.20294039042691242,0.6766976960140627,4,0.5810439560439561,0.5664007012158421,0.647423505783081,0.5869144062054743,0.5521978021978021,0.5382172325070923,0.672035347532343,0.5368151099209008,64.68501450000258
20,0.40987609458952834,0.214578290505332,0.1952978054854322,0.6806922795335151,4,0.5851648351648352,0.5578752454640918,0.653506875038147,0.6009091086472682,0.5650946275946276,0.5384585442393975,0.678184371303629,0.5548438532830036,67.95885730000009
21,0.41242992580595356,0.22551617061469664,0.18691375589598963,0.6799058036861458,4,0.603021978021978,0.5706338640572617,0.6410058736801147,0.5851471978962992,0.565883190883191,0.5332641358155787,0.6763808616885433,0.5382529004329711,71.27492619999975
22,0.3759561787122128,0.1995360159114228,0.17642016181494596,0.7043007598017071,4,0.5947802197802198,0.5416684643273676,0.6893043518066406,0.6014223242088677,0.5777625152625153,0.5289337570740668,0.7159046574875161,0.5538910129207616,74.65308340000047
23,0.3866791090707189,0.2001296877411135,0.1865494259678387,0.687789261144786,4,0.5796703296703297,0.555820862370188,0.6544110774993896,0.5860794274830502,0.5486874236874237,0.5291284428649812,0.6762262097111454,0.528198658571296,78.00600259999919
24,0.3403545677222981,0.17825970437942795,0.16209485996541992,0.6774505084267164,4,0.5851648351648352,0.5633591436404073,0.6460915207862854,0.5922665491347474,0.5646113146113145,0.5402527499128443,0.6785555868237106,0.5399668874358234,81.31318340000144
25,0.3347140713626401,0.17152267115983416,0.16319140020938966,0.6685692590965675,4,0.5906593406593407,0.5727854167715177,0.6441951394081116,0.6040630660051124,0.5655016280016281,0.5459971874310733,0.6703223023149703,0.5568796207995215,84.6867994000022
26,0.3444311802644442,0.1885092028922817,0.15592197519514453,0.697102274430313,4,0.5824175824175825,0.5385373352134863,0.6515599489212036,0.5868102523578247,0.5675620675620675,0.5252520125619116,0.685515820980072,0.5293808688445881,88.10602780000045
27,0.31070532128105105,0.16052961308229302,0.15017570805830527,0.672792535923426,4,0.6057692307692307,0.5682872630230104,0.6315394639968872,0.6007682899824178,0.5772537647537648,0.5373218215595597,0.6609097167297646,0.5528828943292103,91.44625599999927
28,0.7737467652041361,0.5078641524371061,0.2658826116401159,0.6722918094107784,4,0.5741758241758241,0.5652481573882583,0.6343863606452942,0.588727910059754,0.5515364265364266,0.5384444877862197,0.658286738174933,0.5425861394145003,94.85345740000048
29,0.44149131830205623,0.25754948286888285,0.1839418364159313,0.676162084430605,4,0.5879120879120879,0.5673766259961441,0.6395044326782227,0.6086606056393422,0.561100936100936,0.5380645810160668,0.6730505625406901,0.5524212958881325,98.20967179999934
30,0.3196324974144857,0.15759426851774702,0.1620382270022722,0.6855586236128589,4,0.5892857142857143,0.5630048052122928,0.6623432636260986,0.6050785633236188,0.5663919413919414,0.5386506555419118,0.7004101784140976,0.5469960299652628,101.48061600000074
