modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6126373626373627,0.5868896198409316,0.6344827586206897,0.42191780821917807,0.7042682926829268,0.6217440366744995,0.6046844859858932,0.0260989010989011,-0.024725274725274637,-0.03354706773708571,0.011081337928771973,-0.027694288378939058
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6401098901098901,0.6228670240671548,0.6589327146171694,0.4973821989528796,0.7122861586314152,0.6114914417266846,0.6325745933805417,0.02197802197802198,0.0027472527472527375,0.0024303364891374857,0.0008287429809570312,0.00019581901570941973
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6428571428571429,0.6256050441909256,0.6666666666666666,0.4960835509138381,0.714064914992272,0.6084417700767517,0.6338210976916501,0.020604395604395604,0.005494505494505586,0.005168356612908265,-0.00222092866897583,0.0014423233268178182
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.6126373626373627,0.5856904330942362,0.6287015945330297,0.42105263157894735,0.7073170731707317,0.6246092319488525,0.6037455066595885,0.024725274725274724,-0.024725274725274637,-0.0347462544837811,0.013946533203125,-0.02863326770524377
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6112637362637363,0.5838437110259075,0.6287015945330297,0.4155124653739612,0.7073170731707317,0.618376612663269,0.6071947719351566,0.027472527472527472,-0.026098901098901006,-0.0365929765521098,0.007713913917541504,-0.025184002429675667
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.6401098901098901,0.6218305237685082,0.6604651162790698,0.49206349206349204,0.7129629629629629,0.6091487407684326,0.6344772435125221,0.02197802197802198,0.0027472527472527375,0.001393836190490938,-0.0015139579772949219,0.002098469147689852
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.5782967032967034,0.5520278936722649,0.5973451327433629,0.4011627906976744,0.6575757575757576,0.671028733253479,0.5260233458231263,0.034340659340659344,-0.05906593406593397,-0.06840879390575239,0.060366034507751465,-0.10635542854170599
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6373626373626373,0.6197022349575264,0.654292343387471,0.49473684210526314,0.710077519379845,0.6132502555847168,0.6303133170803344,0.02197802197802198,0.0,-0.0007344526204908775,0.002587556838989258,-0.002065457284497807
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6497252747252747,0.6314674479023709,0.6682242990654206,0.5053191489361702,0.7208588957055214,0.6101607084274292,0.6337086907472297,0.024725274725274724,0.01236263736263743,0.011030760324353572,-0.0005019903182983398,0.0013299163823974336
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5851648351648352,0.5622645893020342,0.5991189427312775,0.42613636363636365,0.6615384615384615,0.6767570376396179,0.520377030074352,0.028846153846153848,-0.05219780219780212,-0.05817209827598313,0.06609433889389038,-0.11200174429048027
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.5741758241758241,0.5477163828421889,0.5929203539823009,0.39766081871345027,0.6525679758308157,0.6693875193595886,0.5301149715200892,0.03571428571428571,-0.06318681318681318,-0.07272030473582836,0.058724820613861084,-0.10226380284474301
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0,0.6414835164835165,0.6221557184095411,0.6620370370370371,0.4918918918918919,0.7125382262996942,0.612599790096283,0.6318324734431435,0.02197802197802198,0.004120879120879217,0.0017190308315238045,0.00193709135055542,-0.0005463009216887249
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5645604395604396,0.5373653825834236,0.5681293302540416,0.38333333333333336,0.6606334841628959,0.6965195536613464,0.47494318539813624,0.03296703296703297,-0.07280219780219777,-0.0830713049945937,0.0858568549156189,-0.15743558896669602
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6346153846153846,0.6176780107466531,0.6529680365296804,0.49473684210526314,0.7053291536050157,0.6176587343215942,0.6283529706532615,0.03159340659340659,-0.0027472527472527375,-0.002758676831364215,0.006996035575866699,-0.004025803711570797
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0,0.6373626373626373,0.6187802028455721,0.6572769953051644,0.49066666666666664,0.7083969465648855,0.6123321056365967,0.6317433876525824,0.023351648351648352,0.0,-0.0016564847324451737,0.0016694068908691406,-0.0006353867122498302
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,463,0.5659340659340659,0.5371520383491087,0.562929061784897,0.3788300835654596,0.6696969696969697,0.7069538831710815,0.4690213900965995,0.03159340659340659,-0.0714285714285714,-0.08328464922890855,0.096291184425354,-0.16335738426823276
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,24,0.5604395604395604,0.5306606889619354,0.562929061784897,0.37037037037037035,0.6586826347305389,0.6985560059547424,0.47954405024748104,0.046703296703296704,-0.07692307692307687,-0.08977599861608188,0.08789330720901489,-0.15283472411735122
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0,0.6277472527472527,0.6093220881819152,0.6482758620689655,0.48,0.6996904024767802,0.617983877658844,0.6275237321104754,0.03159340659340659,-0.009615384615384581,-0.011114599396102043,0.007321178913116455,-0.004855042254356845
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6126373626373627,0.5911643337427692,0.6466512702078522,0.4366576819407008,0.6901840490797546,0.6185194253921509,0.6012318714000172,0.023351648351648352,-0.024725274725274637,-0.029272353835248066,0.00785672664642334,-0.031146902964815038
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6387362637362637,0.6221639711412238,0.6556603773584906,0.49743589743589745,0.7133956386292835,0.610975980758667,0.6323869284545593,0.024725274725274724,0.0013736263736263687,0.0017272835632065053,0.0003132820129394531,8.15408972709708e-06
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0,0.6401098901098901,0.6239979697211019,0.6604215456674473,0.5012919896640827,0.7102803738317757,0.6117594242095947,0.6316115089087107,0.023351648351648352,0.0027472527472527375,0.0035612821430845987,0.0010967254638671875,-0.0007672654561216019
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,111,0.6153846153846154,0.5950789712080035,0.6497695852534562,0.44623655913978494,0.6892307692307692,0.6201610565185547,0.6008495893652983,0.027472527472527472,-0.0219780219780219,-0.025357716370013828,0.009498357772827148,-0.031529184999533943
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,5,0.6112637362637363,0.5903236090091541,0.6482758620689655,0.43548387096774194,0.687211093990755,0.6197203993797302,0.600573554156115,0.02197802197802198,-0.026098901098901006,-0.03011307856886314,0.009057700634002686,-0.03180522020871723
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0,0.6346153846153846,0.6183257671473679,0.6556603773584906,0.49104859335038364,0.7082683307332294,0.612237274646759,0.631704554812153,0.024725274725274724,-0.0027472527472527375,-0.002110920430649421,0.0015745759010314941,-0.0006742195526792116
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.6016483516483516,0.5855515165291082,0.6293706293706294,0.46774193548387094,0.6595419847328244,0.6418147087097168,0.5453071637949987,0.034340659340659344,-0.0357142857142857,-0.03488517104890909,0.031152009963989258,-0.08707161056983359
A,middle,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.625,0.6082701336222464,0.647887323943662,0.47692307692307695,0.7,0.6128779649734497,0.6301675861416455,0.027472527472527472,-0.012362637362637319,-0.012166553955770931,0.002215266227722168,-0.0022111882231867774
