candidate,seeds,parameter_count,mean_selection_J,sd_selection_J,mean_clean_accuracy,sd_clean_accuracy,mean_clean_macro_f1,sd_clean_macro_f1,mean_clean_neutral_f1,sd_clean_neutral_f1,mean_clean_mae,sd_clean_mae,mean_clean_pearson,sd_clean_pearson,mean_masked_accuracy,sd_masked_accuracy,mean_masked_macro_f1,sd_masked_macro_f1,mean_masked_mae,sd_masked_mae,mean_masked_pearson,sd_masked_pearson
A_T,3,130180,0.6129568194801304,0.0027532021627460638,0.6277472527472527,0.009615384615384581,0.6099013210527116,0.004004756134595137,0.47397974433924545,0.019953358142351975,0.5936827659606934,0.00397456252877724,0.6352101258385884,0.0020911967339125024,0.6051587301587301,0.008311767391293962,0.5845229051470129,0.0036529782766541946,0.6174030590940405,0.0023384265056148015,0.5959297992531918,0.002734140445722215
A_TA,3,130180,0.6196589466015864,0.0014366667571980645,0.6204212454212454,0.0070489030761632775,0.6051512180760538,0.004741852540207004,0.4785483244148426,0.01985480784520562,0.5973978439966837,0.0029411954340113605,0.6276288270956993,0.0052681808007463094,0.5972052638719305,0.009659306473195312,0.579460102602354,0.0026813753170703775,0.6230346976239004,0.003596081647548301,0.5875077959961676,0.0046210090203701384
A_TV,3,130180,0.6096911237230997,0.009290053485205512,0.6373626373626373,0.00475838133947492,0.6158443691725431,0.0008089029785648532,0.47582647777725806,0.01669203739000914,0.59886101881663,0.021288791145344182,0.630705940251554,0.011054297771409134,0.6118572785239452,0.002526054291326289,0.5884219505309798,0.005184496502044627,0.6202543760523384,0.01662221518191898,0.5921421696162692,0.010964596965022663
A_TAV,3,130180,0.6200046784939569,0.0034264569969301726,0.6227106227106227,0.004196497889153685,0.6044063655905136,0.005127331534735693,0.47160188263167413,0.02316284983531783,0.5992341637611389,0.01451837227178565,0.624371216398987,0.013592863315731715,0.598256681590015,0.008745121336934432,0.5791931997474238,0.0013380534084369885,0.6222599575548996,0.010524979792309805,0.585007647533279,0.01372188548411839
B_old,3,385925,0.6268536684019727,0.0028859814517716432,0.6282051282051282,0.006194024385745712,0.6025868538210226,0.008637116254476449,0.4426798239552012,0.030260564055067808,0.6073720653851827,0.008978238332889058,0.6469549156882106,0.01009173587612724,0.5998846832180166,0.005711069093858558,0.5754709826903116,0.0057915442787501385,0.6339571203714536,0.010878971557931537,0.5947896808967932,0.012278672824197189
B_mask,3,385925,0.6262698211743853,0.003622002024968653,0.6295787545787546,0.0044155910077806415,0.6040726767571775,0.010208920950286741,0.4444475147208511,0.03148283276392511,0.6075214942296346,0.008854822933988937,0.6468661682119454,0.00989434404173781,0.6002238502238503,0.005331392207932314,0.5758415417008662,0.006080743746941429,0.6341694218141061,0.01082191422552405,0.594642606262382,0.01214360352057267
A_gate,3,129798,0.6251326604450261,0.011903825941048619,0.6263736263736264,0.006294746833730527,0.6029804060667755,0.009548958266637243,0.45104231736848854,0.02743640606375782,0.6130165656407675,0.012828176392679155,0.6378925445178623,0.0015914694670750326,0.6038105413105413,0.006053008706328239,0.5784317878398413,0.007481496955068756,0.6344675561528147,0.011478374438406692,0.5985059548335001,0.0024395846530491463
