modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.6153846153846154,0.5944828495117829,0.6335697399527187,0.45698924731182794,0.6928895612708018,0.6091460585594177,0.6120858280266174,0.023351648351648352,-0.013736263736263687,-0.02282977039746148,0.014723598957061768,-0.021909630446892092
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6291208791208791,0.6173126199092444,0.6633906633906634,0.5012406947890818,0.6873065015479877,0.594422459602356,0.6339954590087978,0.02197802197802198,0.0,0.0,0.0,5.352883691855936e-10
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6291208791208791,0.6174437106966199,0.6650246305418719,0.5,0.6873065015479877,0.5944271087646484,0.6331044113757862,0.020604395604395604,0.0,0.0001310907873754985,4.649162292480469e-06,-0.0008910470977232521
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.6153846153846154,0.5944828495117829,0.6335697399527187,0.45698924731182794,0.6928895612708018,0.6091460585594177,0.6120858280266174,0.023351648351648352,-0.013736263736263687,-0.02282977039746148,0.014723598957061768,-0.021909630446892092
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.6112637362637363,0.5921361586885435,0.6350710900473934,0.4574468085106383,0.6838905775075987,0.6098406314849854,0.6107442768252741,0.023351648351648352,-0.017857142857142794,-0.02517646122070083,0.015418171882629395,-0.023251181648235364
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.6291208791208791,0.6174437106966199,0.6650246305418719,0.5,0.6873065015479877,0.5944271087646484,0.6331044113757862,0.020604395604395604,0.0,0.0001310907873754985,4.649162292480469e-06,-0.0008910470977232521
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5989010989010989,0.5797980229002205,0.6100917431192661,0.4533333333333333,0.6759689922480621,0.6416959762573242,0.5432844075799593,0.03021978021978022,-0.030219780219780223,-0.03751459700902382,0.04727351665496826,-0.09071105089355014
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6291208791208791,0.6173126199092444,0.6633906633906634,0.5012406947890818,0.6873065015479877,0.594422459602356,0.6339954590087978,0.02197802197802198,0.0,0.0,0.0,5.352883691855936e-10
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.6332417582417582,0.6201517140754848,0.6650124069478908,0.5012531328320802,0.6941896024464832,0.5958991646766663,0.6312074221677507,0.020604395604395604,0.004120879120879106,0.002839094166240397,0.0014767050743103027,-0.0027880363057587454
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5989010989010989,0.5797980229002205,0.6100917431192661,0.4533333333333333,0.6759689922480621,0.6416959762573242,0.5432844075799593,0.03021978021978022,-0.030219780219780223,-0.03751459700902382,0.04727351665496826,-0.09071105089355014
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,0.5934065934065934,0.5724175756897827,0.596244131455399,0.44623655913978494,0.6747720364741642,0.643934965133667,0.5397275006672761,0.023351648351648352,-0.0357142857142857,-0.044895044219461666,0.049512505531311035,-0.09426795780623332
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0.6332417582417582,0.6201517140754848,0.6650124069478908,0.5012531328320802,0.6941896024464832,0.5958991646766663,0.6312074221677507,0.020604395604395604,0.004120879120879106,0.002839094166240397,0.0014767050743103027,-0.0027880363057587454
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,0.5659340659340659,0.5463778339924704,0.5647058823529412,0.4251968503937008,0.6492307692307693,0.6723134517669678,0.4964870569958655,0.01510989010989011,-0.06318681318681318,-0.07093478591677393,0.07789099216461182,-0.13750840147764398
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0.6291208791208791,0.6173126199092444,0.6633906633906634,0.5012406947890818,0.6873065015479877,0.594422459602356,0.6339954590087978,0.02197802197802198,0.0,0.0,0.0,5.352883691855936e-10
