modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.5989010989010989,0.5754517485243346,0.6341463414634146,0.410958904109589,0.68125,0.6348109245300293,0.6042733098283277,0.02197802197802198,-0.028846153846153855,-0.03134176133243827,0.025103330612182617,-0.04418875015472845
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.625,0.6055302974973221,0.6714285714285714,0.4427083333333333,0.7024539877300614,0.6062545776367188,0.6511910035215164,0.019230769230769232,-0.0027472527472527375,-0.001263212359450705,-0.0034530162811279297,0.0027289435384602045
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6373626373626373,0.6171196185330358,0.6731234866828087,0.46437994722955145,0.713855421686747,0.6044911742210388,0.648904253362975,0.019230769230769232,0.009615384615384581,0.010326108676262935,-0.005216419696807861,0.00044219337991879826
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.6002747252747253,0.5807188362481611,0.6415929203539823,0.42216358839050133,0.6784,0.6326931715011597,0.6068276036795408,0.02197802197802198,-0.027472527472527486,-0.02607467360861171,0.02298557758331299,-0.041634456303515366
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.6016483516483516,0.5787067161079887,0.639821029082774,0.41192411924119243,0.684375,0.6315419673919678,0.6031121308440243,0.023351648351648352,-0.026098901098901117,-0.02808679374878409,0.021834373474121094,-0.04534992913903191
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.6387362637362637,0.6177057511632138,0.6715328467153284,0.4595300261096606,0.7220543806646526,0.6001545786857605,0.6519492568536533,0.01510989010989011,0.01098901098901095,0.010912241306440973,-0.009553015232086182,0.0034871968705971756
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.5631868131868132,0.528551339823991,0.6026200873362445,0.3333333333333333,0.6497005988023952,0.6816360354423523,0.5228105698170619,0.0260989010989011,-0.06456043956043955,-0.07824217003278178,0.07192844152450562,-0.1256514901659943
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6373626373626373,0.6171104981807177,0.6713615023474179,0.46194225721784776,0.7180277349768875,0.6084109544754028,0.650387067591876,0.02197802197802198,0.009615384615384581,0.010316988323944898,-0.0012966394424438477,0.001925007608819862
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6277472527472527,0.6098006038286718,0.6666666666666666,0.45685279187817257,0.7058823529411765,0.5990509986877441,0.649729219208537,0.017857142857142856,0.0,0.003007093971899022,-0.010656595230102539,0.0012671592254808184
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5741758241758241,0.5527834315665091,0.5978494623655914,0.4207492795389049,0.639751552795031,0.6847557425498962,0.5245055742545736,0.04395604395604396,-0.0535714285714286,-0.05401007829026372,0.07504814863204956,-0.12395648572848261
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.554945054945055,0.522043496516091,0.5779816513761468,0.3391812865497076,0.6489675516224189,0.6711679697036743,0.5184217479829474,0.03021978021978022,-0.07280219780219777,-0.08475001334068177,0.06146037578582764,-0.1300403120001088
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0,0.6318681318681318,0.6161670341895623,0.6666666666666666,0.47058823529411764,0.7112462006079028,0.5995427370071411,0.6501187907720245,0.009615384615384616,0.004120879120879106,0.009373524332789485,-0.010164856910705566,0.0016567307889683303
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5521978021978022,0.511521493623771,0.5655172413793104,0.3148148148148148,0.6542324246771879,0.7093372344970703,0.46678220683304883,0.03571428571428571,-0.0755494505494505,-0.09527201623300185,0.09962964057922363,-0.18167985315000734
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6332417582417582,0.615883423919034,0.677570093457944,0.46272493573264784,0.7073552425665102,0.6139817237854004,0.6484547578934179,0.028846153846153848,0.005494505494505475,0.009089914062261117,0.004274129867553711,-7.302089638283604e-06
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0,0.6291208791208791,0.61150941858889,0.6649616368286445,0.456575682382134,0.7129909365558912,0.5964828133583069,0.6500152688683334,0.013736263736263736,0.0013736263736263687,0.004715908732117136,-0.013224780559539795,0.001553208885277213
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,463,0.5604395604395604,0.5384602530037934,0.5688073394495413,0.40437158469945356,0.6422018348623854,0.7212673425674438,0.46485541574473044,0.042582417582417584,-0.06730769230769229,-0.06833325685297942,0.11155974864959717,-0.18360664423832573
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,24,0.5357142857142857,0.4989703155548601,0.5386533665835411,0.3179190751445087,0.6403385049365303,0.7097361087799072,0.44616520457484815,0.02197802197802198,-0.09203296703296704,-0.10782319430191273,0.10002851486206055,-0.20229685540820802
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0,0.6277472527472527,0.6110754602891513,0.6595744680851063,0.45893719806763283,0.7147147147147147,0.6016268134117126,0.6484149896576199,0.008241758241758242,0.0,0.004281950432378445,-0.008080780506134033,-4.707032543627143e-05
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.592032967032967,0.56642625222749,0.6255506607929515,0.39775910364145656,0.6759689922480621,0.6411492228507996,0.5886176262475867,0.024725274725274724,-0.0357142857142857,-0.04036725762928284,0.03144162893295288,-0.05984443373546944
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6291208791208791,0.6082342546037487,0.6839622641509434,0.43967828418230565,0.701062215477997,0.6116324067115784,0.6488566334261119,0.019230769230769232,0.0013736263736263687,0.0014407447469758639,0.0019248127937316895,0.0003945734430557124
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0,0.6318681318681318,0.6098637432613336,0.6698795180722892,0.448,0.7117117117117117,0.6060591340065002,0.6500069383663679,0.020604395604395604,0.004120879120879106,0.003070233404560807,-0.0036484599113464355,0.001544878383311743
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,111,0.5865384615384616,0.5637071140240201,0.6139954853273137,0.40106951871657753,0.676056338028169,0.642777144908905,0.5911523858178348,0.027472527472527472,-0.04120879120879117,-0.043086395832752755,0.03306955099105835,-0.05730967416522137
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,5,0.5961538461538461,0.569389803524604,0.6252771618625277,0.39664804469273746,0.6862442040185471,0.637859582901001,0.5876075486419621,0.023351648351648352,-0.03159340659340659,-0.03740370633216883,0.028151988983154297,-0.0608545113410941
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0,0.6318681318681318,0.6102626708758868,0.6794258373205742,0.4403183023872679,0.7110438729198184,0.6074416041374207,0.6510309441718107,0.023351648351648352,0.004120879120879106,0.0034691610191139866,-0.0022659897804260254,0.002568884188754561
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.5782967032967034,0.5501002301014416,0.5812356979405034,0.39436619718309857,0.6746987951807228,0.6544348001480103,0.5532489691234184,0.020604395604395604,-0.049450549450549386,-0.05669327975533123,0.044727206230163574,-0.0952130908596378
A,middle,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6277472527472527,0.6097969367426689,0.684085510688836,0.4479166666666667,0.6973886328725039,0.6129282712936401,0.648526984907029,0.02197802197802198,0.0,0.0030034268858960544,0.003220677375793457,6.492492397280891e-05
