modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.6126373626373627,0.5820978029311362,0.6041666666666666,0.42702702702702705,0.7150997150997151,0.6079144477844238,0.617192872613263,0.012362637362637362,-0.01098901098901095,-0.02328462963182365,0.018508493900299072,-0.015691754526749868
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.6126373626373627,0.5820978029311362,0.6041666666666666,0.42702702702702705,0.7150997150997151,0.6079144477844238,0.617192872613263,0.012362637362637362,-0.01098901098901095,-0.02328462963182365,0.018508493900299072,-0.015691754526749868
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.6126373626373627,0.5820978029311362,0.6041666666666666,0.42702702702702705,0.7150997150997151,0.6079144477844238,0.617192872613263,0.012362637362637362,-0.01098901098901095,-0.02328462963182365,0.018508493900299072,-0.015691754526749868
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5837912087912088,0.5510283900339045,0.575682382133995,0.39655172413793105,0.6808510638297872,0.6499447822570801,0.5322448949769601,0.009615384615384616,-0.039835164835164805,-0.0543540425290554,0.06053882837295532,-0.10063973216305278
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5837912087912088,0.5510283900339045,0.575682382133995,0.39655172413793105,0.6808510638297872,0.6499447822570801,0.5322448949769601,0.009615384615384616,-0.039835164835164805,-0.0543540425290554,0.06053882837295532,-0.10063973216305278
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,0.5837912087912088,0.5510283900339045,0.575682382133995,0.39655172413793105,0.6808510638297872,0.6499447822570801,0.5322448949769601,0.009615384615384616,-0.039835164835164805,-0.0543540425290554,0.06053882837295532,-0.10063973216305278
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,0.5563186813186813,0.5304888797519802,0.53125,0.4051948051948052,0.6550218340611353,0.6834364533424377,0.47208531358530453,0.005494505494505495,-0.06730769230769229,-0.07489355281097965,0.09403049945831299,-0.1607993135547084
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0.6236263736263736,0.6053824325629599,0.6324324324324324,0.47783251231527096,0.7058823529411765,0.5894059538841248,0.6328846239369764,0.009615384615384616,0.0,0.0,0.0,-3.203036502696932e-09
