epoch,train_loss,train_class_loss,train_reg_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,2.684156348182105,1.9235058868756525,0.7606504623247352,0.7255061155147523,1,0.5975274725274725,0.507016015517275,0.6446344256401062,0.6239617671616702,0.5834859584859585,0.4861581814759359,0.6526368801240567,0.5879136058442692,2.547011399999974
2,2.241388259123632,1.6331696185166775,0.608218639939804,0.6473396451169642,2,0.6016483516483516,0.587759657022971,0.6561374664306641,0.61603873912603,0.5837657712657713,0.5709174061602142,0.6711579671612492,0.5817008990358077,4.445521599999665
3,2.1131477524500357,1.545097958672907,0.5680497746755518,0.6163950673438907,3,0.6236263736263736,0.5995732452767392,0.5834478139877319,0.6398034577598173,0.6023351648351649,0.5800591943521687,0.6108484930462308,0.5994098891313407,6.287950199999614
4,2.0037874902295436,1.47347078721899,0.530316699051541,0.6372596797335361,3,0.6071428571428571,0.5873491997618232,0.6297268867492676,0.6120342810456155,0.5942969067969068,0.5742146722789732,0.649122973283132,0.573204323066133,8.244340100000045
5,1.9459255655313978,1.4236836807541713,0.5222418926952513,0.6740426483844173,3,0.6167582417582418,0.569076097940667,0.6750250458717346,0.6330133117761166,0.5999440374440375,0.5502088559425394,0.6908649106820425,0.5903997207710427,10.154819499999576
6,1.8417268897015848,1.3550721530886216,0.48665473211847454,0.6803051466006331,3,0.603021978021978,0.559995412094013,0.6677456498146057,0.6246062367197158,0.591549654049654,0.5428160301441985,0.6870822056576058,0.5837521482174866,12.006263599999329
7,1.7235258037808718,1.267554229278452,0.45597157612201566,0.6321563837625055,3,0.6153846153846154,0.5954205436964057,0.6036936044692993,0.6248003140123798,0.5967643467643468,0.5700531078406252,0.6329742007785373,0.57749037335398,13.877384200000051
8,1.5875815872591268,1.1618963403097835,0.4256852548673683,0.6359951720283564,3,0.6043956043956044,0.5926192139167796,0.6151130795478821,0.6092275853181486,0.5834605209605209,0.5691843053644313,0.6391151249408722,0.5661207995564305,15.75245300000006
9,1.4174017001673118,1.0338989682331001,0.3835027448558667,0.6699241489392226,3,0.5989010989010989,0.570184654774663,0.6694802045822144,0.6039596612592297,0.5832570207570206,0.5521156579682963,0.6830681562423706,0.5597386290402719,17.619096999999783
10,1.3082566066413284,0.9391640368196154,0.3690925731925796,0.639226090612071,3,0.5975274725274725,0.5860830293986609,0.6127116680145264,0.5961474133309296,0.5810948310948311,0.5664066807179492,0.6379702113292836,0.5535162691218446,19.608702999999878
11,1.2090930495943342,0.8531248510059447,0.35596820142377983,0.6711304324627502,3,0.5947802197802198,0.5589752886717233,0.6350578665733337,0.5926696813989011,0.578474765974766,0.5417169177767546,0.6569618163285432,0.5459115392940039,21.515580499999487
12,1.0146688912157107,0.6936142828222227,0.3210546095697799,0.6799063583829171,3,0.5961538461538461,0.5567624176466017,0.663433849811554,0.5839078424044903,0.5775590150590152,0.5404873520998087,0.6767052908738455,0.5386682450988419,23.388139799999408
13,0.9444980480885119,0.6263740213700352,0.31812403003667344,0.6730291564867875,3,0.592032967032967,0.5607949776089699,0.6274670362472534,0.5952240460822408,0.574455636955637,0.5353773109355682,0.6498878576137401,0.5489239742521511,25.30511789999946
14,0.914634370540484,0.6034508567495445,0.3111835126673175,0.6793483292412075,3,0.6043956043956044,0.5635163788749716,0.6733407378196716,0.5981092026773295,0.5818325193325193,0.5425518001471306,0.6841181836746357,0.5538554939827955,27.22150369999963
15,0.7655877926037132,0.4890194834419835,0.2765683074762965,0.6579570818949219,3,0.6071428571428571,0.5789293812708957,0.6492602229118347,0.6003336158874538,0.5842490842490842,0.5577011238377872,0.6674410060599998,0.5537455248609232,29.0661642999994
16,0.7224239865704735,0.4531784770085815,0.26924551239069855,0.6790663723063779,3,0.5865384615384616,0.560199234534586,0.6613213419914246,0.5905809664884036,0.5640516890516891,0.5401636502283633,0.6765152271147128,0.5415396498805544,30.97597279999991
17,0.668200278326057,0.40791747306688897,0.2602828035803185,0.6587233891131493,3,0.5865384615384616,0.5756619358099485,0.6330467462539673,0.5732832172449124,0.5677655677655677,0.5520062793999345,0.655558748377694,0.5335881234225017,32.915701299999455
