modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,unobservable_positions,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.603021978021978,0.5676795943886327,0.645021645021645,0.3785488958990536,0.6794682422451994,0.6362712979316711,0.5960676235975918,0.04120879120879121,-0.03159340659340659,-0.03951594718667528,0.016346216201782227,-0.019951940949807123
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6304945054945055,0.599302320027531,0.6576576576576577,0.4316109422492401,0.7086383601756955,0.6216244697570801,0.6164672279234994,0.03296703296703297,-0.004120879120879106,-0.00789322154777694,0.0016993880271911621,0.00044766337610047113
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0,0.6373626373626373,0.6085365578255851,0.6651376146788991,0.4491017964071856,0.7113702623906706,0.619896411895752,0.6156443631461207,0.023351648351648352,0.0027472527472527375,0.0013410162502771605,-2.866983413696289e-05,-0.00037520140127822454
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,106,0.6085164835164835,0.5742477845704747,0.6451612903225806,0.3961661341853035,0.6814159292035398,0.6380553841590881,0.5961517243669116,0.03571428571428571,-0.026098901098901117,-0.03294775700483332,0.01813030242919922,-0.019867840180487373
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,5,0.5975274725274725,0.5590268196459967,0.6394849785407726,0.36012861736334406,0.6774668630338734,0.6364380717277527,0.5956130568386285,0.04120879120879121,-0.03708791208791207,-0.04816872192931132,0.01651298999786377,-0.020406507708770394
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0,0.6346153846153846,0.6028085361914557,0.6606334841628959,0.43558282208588955,0.7122093023255814,0.6214331388473511,0.6163828019083051,0.03159340659340659,0.0,-0.004387005383852283,0.0015080571174621582,0.00036323736090615455
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.5659340659340659,0.5290640731840903,0.5956521739130435,0.33962264150943394,0.6519174041297935,0.6775345802307129,0.5218446350149952,0.03571428571428571,-0.06868131868131866,-0.07813146839121765,0.057609498500823975,-0.0941749295324037
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6304945054945055,0.6019714201931495,0.6605922551252847,0.44047619047619047,0.7048458149779736,0.6230601072311401,0.613737391364415,0.023351648351648352,-0.004120879120879106,-0.005224121382158442,0.0031350255012512207,-0.0022821731829839598
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0,0.6318681318681318,0.6002649237957676,0.6590389016018307,0.4316109422492401,0.7101449275362319,0.6198394894599915,0.6159655851293875,0.023351648351648352,-0.0027472527472527375,-0.0069306177795404045,-8.559226989746094e-05,-5.397941801144057e-05
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,287,0.5728021978021978,0.5381978845896372,0.6017316017316018,0.3619047619047619,0.6509572901325479,0.6810044646263123,0.517968169644372,0.034340659340659344,-0.061813186813186816,-0.06899765698567073,0.06107938289642334,-0.09805139490302694
TV,front,0.3,728,5478,0.3284235928836993,0.3197758062582424,15,0.570054945054945,0.5290517573866483,0.6064516129032258,0.3257328990228013,0.6549707602339181,0.6779679656028748,0.5224214318150076,0.04120879120879121,-0.06456043956043955,-0.07814378418865964,0.05804288387298584,-0.09359813273239137
AV,front,0.3,728,5478,0.3284235928836993,0.3197670928627169,0,0.6318681318681318,0.6002729273181676,0.6651480637813212,0.4294478527607362,0.7062228654124457,0.6223931908607483,0.6133842726731893,0.0260989010989011,-0.0027472527472527375,-0.006922614257140358,0.002468109130859375,-0.002635291874209633
T,front,0.5,728,8752,0.516434327252749,0.5096668996040066,24,0.5618131868131868,0.5251513188071815,0.5682819383259912,0.3522012578616352,0.6549707602339181,0.7145562767982483,0.4541931011677657,0.034340659340659344,-0.07280219780219777,-0.0820442227681265,0.09463119506835938,-0.16182646337963325
A,front,0.5,728,8752,0.516434327252749,0.5096344738993344,0,0.6304945054945055,0.6035181488070608,0.6561085972850679,0.4523809523809524,0.7020648967551623,0.6292431950569153,0.6095589509878682,0.024725274725274724,-0.004120879120879106,-0.0036773927682471896,0.009318113327026367,-0.006460613559530759
V,front,0.5,728,8752,0.516434327252749,0.5119194664031621,0,0.6346153846153846,0.6019041334109827,0.6621004566210046,0.4307692307692308,0.7128427128427128,0.6252791285514832,0.6107841036041702,0.03571428571428571,0.0,-0.005291408164325273,0.005354046821594238,-0.005235460943228687
TA,front,0.5,728,8752,0.516434327252749,0.5096507084961223,463,0.5604395604395604,0.5239808738084063,0.5587583148558758,0.35625,0.656934306569343,0.7182868719100952,0.4496967673246543,0.042582417582417584,-0.07417582417582413,-0.08321466776690167,0.0983617901802063,-0.16632279722274462
TV,front,0.5,728,8752,0.516434327252749,0.5107601007073492,24,0.5590659340659341,0.5153855329046838,0.5645514223194749,0.32450331125827814,0.6571018651362984,0.7169500589370728,0.45291650245107856,0.046703296703296704,-0.0755494505494505,-0.09181000867062417,0.09702497720718384,-0.16310306209632036
AV,front,0.5,728,8752,0.516434327252749,0.5107449426736299,0,0.6332417582417582,0.6007696007696007,0.6666666666666666,0.42857142857142855,0.7070707070707071,0.6308181881904602,0.6050692311168709,0.024725274725274724,-0.0013736263736263687,-0.006425940805707242,0.010893106460571289,-0.010950333430527981
T,middle,0.1,728,2032,0.12971193869701972,0.11833216864663405,5,0.6181318681318682,0.5883686119798057,0.647191011235955,0.41642228739002934,0.7014925373134329,0.6323034167289734,0.5790966209540043,0.03159340659340659,-0.016483516483516425,-0.01882692959550225,0.012378334999084473,-0.03692294359339465
A,middle,0.1,728,2032,0.12971193869701972,0.1183580520845498,0,0.6291208791208791,0.6008360920125625,0.6590909090909091,0.44047619047619047,0.7029411764705882,0.6209241151809692,0.6163610028236043,0.027472527472527472,-0.005494505494505475,-0.006359449562745478,0.0009990334510803223,0.0003414382762053636
V,middle,0.1,728,2032,0.12971193869701972,0.11863883399209486,0,0.6304945054945055,0.6025364274150027,0.6605504587155964,0.4411764705882353,0.7058823529411765,0.6209090352058411,0.6151082114591104,0.027472527472527472,-0.004120879120879106,-0.004659114160305289,0.0009839534759521484,-0.0009113530882884913
TA,middle,0.1,728,2032,0.12971193869701972,0.11834509300833868,111,0.6195054945054945,0.5894836732213683,0.647191011235955,0.41887905604719766,0.7023809523809523,0.6319894194602966,0.5790517713071363,0.03296703296703297,-0.015109890109890056,-0.017711868353939675,0.012064337730407715,-0.03696779324026267
TV,middle,0.1,728,2032,0.12971193869701972,0.11848099748231627,5,0.614010989010989,0.5822883558691313,0.6428571428571429,0.4035608308605341,0.7004470938897168,0.6319698095321655,0.5791473732334967,0.034340659340659344,-0.02060439560439553,-0.02490718570617667,0.012044727802276611,-0.03687219131390218
AV,middle,0.1,728,2032,0.12971193869701972,0.11849450747343779,0,0.6291208791208791,0.6008128378485637,0.6605922551252847,0.4378698224852071,0.7039764359351989,0.6212517023086548,0.6154448377568582,0.028846153846153848,-0.005494505494505475,-0.006382703726744321,0.0013266205787658691,-0.0005747267905407138
T,middle,0.3,728,5478,0.3284235928836993,0.3190076869322152,15,0.6085164835164835,0.5808075252314672,0.6298850574712643,0.42318840579710143,0.6893491124260355,0.6526973843574524,0.5370251316463739,0.03296703296703297,-0.026098901098901117,-0.026388016343840803,0.03277230262756348,-0.07899443290102504
A,middle,0.3,728,5478,0.3284235928836993,0.3189886721943244,0,0.6291208791208791,0.601927000051487,0.6544622425629291,0.44837758112094395,0.7029411764705882,0.6240349411964417,0.6133663632425633,0.016483516483516484,-0.005494505494505475,-0.0052685415238209465,0.004109859466552734,-0.002653201304835595
V,middle,0.3,728,5478,0.3284235928836993,0.3199110671936759,0,0.6263736263736264,0.5976335072464298,0.6590389016018307,0.4319526627218935,0.7019089574155654,0.6206962466239929,0.6157642314753206,0.03021978021978022,-0.008241758241758212,-0.009562034328878144,0.0007711648941040039,-0.00025533307207836753
TA,middle,0.3,728,5478,0.3284235928836993,0.31899819231442067,298,0.603021978021978,0.5757836972510515,0.6218097447795824,0.42318840579710143,0.6823529411764706,0.6547131538391113,0.5345272675823903,0.03708791208791209,-0.03159340659340659,-0.03141184432425648,0.03478807210922241,-0.08149229696500859
TV,middle,0.3,728,5478,0.3284235928836993,0.3194461095791871,15,0.6112637362637363,0.5843167636583028,0.6270022883295194,0.43352601156069365,0.6924219910846954,0.6529706120491028,0.536322005149336,0.03296703296703297,-0.02335164835164827,-0.02287877791700521,0.03304553031921387,-0.07969755939806289
AV,middle,0.3,728,5478,0.3284235928836993,0.3194369409928567,0,0.6346153846153846,0.6070144262194597,0.6589861751152074,0.4502923976608187,0.711764705882353,0.6232502460479736,0.6133134312683479,0.024725274725274724,0.0,-0.00018111535584830474,0.003325164318084717,-0.002706133279051004
