epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
1,2.909126897974815,2.0834581347031516,0.8256687801259958,0.0,0.788230708105534,1,0.5851648351648352,0.446682717014387,0.6671920418739319,0.5794746334766383,0.57247150997151,0.432128869031851,0.6735948092407651,0.5535074989866686,4.168082399999548
2,2.488990841979306,1.796668147408734,0.6923227041213608,0.0,0.7226696588303592,2,0.5961538461538461,0.4984007314843435,0.6337557435035706,0.6235102735634153,0.5844017094017094,0.49198676656265117,0.6537877519925436,0.5954557518812357,7.564267699999618
3,2.2366719450971693,1.64056712720812,0.5961048213652553,0.0,0.6401374980214967,3,0.6387362637362637,0.5855229651493974,0.6324049830436707,0.6462741686125476,0.6157153032153031,0.5675425680382653,0.6378990003356227,0.6105149762685294,10.904896799998824
4,2.112739525557618,1.5445318856541292,0.5682076438888359,0.0,0.6192418629141326,4,0.6167582417582418,0.5999115579760742,0.5967803001403809,0.6361748121491123,0.600071225071225,0.5799776784705881,0.6178852783309089,0.6042779856150745,14.31215869999869
5,2.022356851532814,1.4898588983931844,0.5324979593195515,0.0,0.6087336400129533,5,0.625,0.614618824523626,0.5907151103019714,0.6463534963413397,0.5982142857142856,0.5871100465552772,0.613978487473947,0.6056292245484701,17.75160770000366
6,1.8787796947496103,1.4016983303124846,0.4770813537495477,0.0,0.6356003895481515,5,0.6126373626373627,0.5792014568772599,0.5963497757911682,0.6536495105669342,0.5961538461538461,0.5641228940368314,0.6151884385833034,0.613084960472196,20.969539700003224
7,1.7635359065346585,1.3158281621244765,0.44770773825659493,0.0,0.6134657660320479,5,0.614010989010989,0.6073652746585078,0.588682234287262,0.6449952362668603,0.5919057794057794,0.5820758591029879,0.6112285046665756,0.6044657182392915,24.143257900002936
8,1.6874680700990343,1.252823437015157,0.4346446325418173,0.0,0.6275268744292654,5,0.6153846153846154,0.6001733592052224,0.6105457544326782,0.6377725126556991,0.5916768416768418,0.5748638790729923,0.6313572426637014,0.5980674843728981,27.280996300003608
9,1.5394235474722726,1.1508348908094312,0.3885886555128842,0.0,0.635464016100836,5,0.6222527472527473,0.5961418337116314,0.6328063011169434,0.6318363487336062,0.5970441595441595,0.5723433750691491,0.6440925896167755,0.5917374708990897,30.382792600001267
10,1.4706367519361807,1.088923931262279,0.38171282966287917,0.0,0.6252761296838613,5,0.6236263736263736,0.6045566117731066,0.6024205088615417,0.6356679470255181,0.5917785917785917,0.5735019857851471,0.6253602515768122,0.589127234281416,33.608427400002256
11,1.4476712157343554,1.0584737423066715,0.3891974720758261,0.0,0.6681947081681805,5,0.603021978021978,0.5718942577642343,0.6562066674232483,0.6204928495223276,0.5781949531949532,0.5467505820985891,0.6661892809249736,0.5739429736122929,36.83823040000425
12,1.2761107431244605,0.9276605726210112,0.34845017442295934,0.0,0.6626279182006244,5,0.5975274725274725,0.5740058094037556,0.6652646660804749,0.6154981131277208,0.5798992673992674,0.5558219504516342,0.6702284448676639,0.5756397951555753,39.98086840000178
13,1.1365813046386561,0.8090877496090132,0.32749355502964295,0.0,0.6681123858563305,5,0.6043956043956044,0.5735487353688563,0.6447042226791382,0.6155579550656217,0.5767450142450142,0.5431896238475155,0.6606657427770121,0.5691133582391248,43.18540260000009
14,1.1294090384762838,0.8011176898834105,0.32829134971649554,0.0,0.6617945222963219,5,0.5975274725274725,0.5681416248267034,0.6289978623390198,0.6151520834286913,0.5738960113960113,0.5482050474940922,0.6502689023812612,0.5671672582586545,46.459744200001296
