epoch,train_loss,train_class_loss,train_reg_loss,train_consistency_loss,selection_J,best_epoch,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,masked_accuracy,masked_macro_f1,masked_mae,masked_pearson,elapsed_seconds
15,0.9602900105126652,0.6709916452947176,0.289298363787085,0.0,0.6649258132933566,5,0.6112637362637363,0.581800556292769,0.6663145422935486,0.6154184036978155,0.5833333333333334,0.5524615446296706,0.6767835959240243,0.5684685398675094,49.61198560000048
16,0.8662736086676854,0.5878358577242305,0.2784377456194171,0.0,0.6664420446273451,5,0.592032967032967,0.5670228763851582,0.6409369707107544,0.6087692220032225,0.5677655677655677,0.546681245247151,0.6591891337324072,0.5608348212651724,52.78075109999918
17,0.8246536875332929,0.5412301314245794,0.283423555827808,0.0,0.6640658818099376,5,0.5989010989010989,0.5707371877970789,0.634746789932251,0.6150701190589277,0.5729293854293855,0.5471240338978665,0.6567905534196783,0.5673341460180451,55.98720100000355
18,0.7239162817268203,0.46150598418905736,0.2624102997323375,0.0,0.6625316259878378,5,0.6167582417582418,0.5805378106329689,0.6638742089271545,0.60050931274588,0.5878103378103379,0.5552789128927733,0.6752096502869217,0.5574142890622127,59.16123200000584
19,0.7074838312806366,0.4426406632993639,0.26484317190078294,0.0,0.6549727502447258,5,0.6112637362637363,0.5867050966076032,0.6441277861595154,0.5973661434440863,0.5782967032967032,0.5559550365128052,0.6597519450717502,0.5585064159936399,62.35551839999971
20,0.6279376128460767,0.3893903266874434,0.2385472892485943,0.0,0.6571579910811822,5,0.603021978021978,0.5781305114638448,0.6328036785125732,0.6127364367238377,0.5786528286528287,0.5532289210962725,0.6555146795732004,0.5681915823616698,65.44884810000076
21,0.5739204121970287,0.3412620114648114,0.2326584049458005,0.0,0.6669105836138354,5,0.592032967032967,0.565379831805829,0.6399504542350769,0.6098578941720301,0.571937321937322,0.5464434463035235,0.6590356870933816,0.5655266301045236,68.57319049999933
22,0.5604057832389236,0.3301523422106376,0.2302534399573336,0.0,0.680237914572022,5,0.6126373626373627,0.559583535026655,0.6572362184524536,0.6160561834019652,0.5870980870980871,0.5377549158100975,0.6747212012608846,0.5686195226896379,71.7703174000053
23,0.5645284589506214,0.34028340351160213,0.22424505178724718,0.0,0.6882263713381405,5,0.5631868131868132,0.5399659863945577,0.6420470476150513,0.6009077369226796,0.5550976800976801,0.5300438319996832,0.668987285207819,0.5540964488579759,74.92516020000039
24,0.49119924271756316,0.2793927369482914,0.21180650436474402,0.0,0.6773286018399528,5,0.5879120879120879,0.5526594885639292,0.6389203667640686,0.6012450248517128,0.5704873829873831,0.5370291528632604,0.6600878989254987,0.5563545377617155,78.05621249999967
25,0.49183969949763023,0.2721453280814969,0.21969437029909492,0.0,0.6777884025082607,5,0.5934065934065934,0.5645322846160762,0.6568905115127563,0.6033189060817195,0.5701821326821327,0.5395648279510892,0.6754168746648012,0.5577311390017654,81.26494520000415
26,0.44050388173344207,0.24101873506985286,0.19948514371408102,0.0,0.675957174711505,5,0.5892857142857143,0.559025773003618,0.6418315768241882,0.602909226985959,0.5696733821733821,0.5384059520626827,0.6641284690962898,0.5604075105099205,84.42664019999938
27,0.4315379141312811,0.23183539345344756,0.19970252138174335,0.0,0.675670274405695,5,0.5989010989010989,0.5638904987282269,0.6581100821495056,0.6054570655710519,0.576872201872202,0.5433760890334971,0.67732983606833,0.5614411258253944,87.5546761000005
28,0.4045006375600733,0.21590060000918224,0.18860003825315494,0.0,0.6646772603679191,5,0.5728021978021978,0.5590184016578476,0.6240478157997131,0.6089495399408549,0.5584554334554335,0.5460600825387628,0.6478917521459086,0.5651513749188463,90.64795220000087
29,0.43207138194778005,0.23909548100108755,0.19297589953763847,0.0,0.6648544796049658,5,0.5975274725274725,0.5689430990866398,0.6206240653991699,0.6039599395549552,0.5759055759055758,0.5425235241647618,0.6490569015343984,0.5620840617806958,93.77564020000136
30,0.35767900548732684,0.1840589853642791,0.1736200206980263,0.0,0.6812250408818863,5,0.5782967032967034,0.5511826268969126,0.6476407647132874,0.6081490216171969,0.5687576312576313,0.5380019428269994,0.6742083640010269,0.561401325335352,96.8740764000031
