modalities,position,ratio,n,masked_positions,mean_actual_ratio,newly_lost_observed_ratio,accuracy,macro_f1,f1_0,f1_1,f1_2,mae,pearson,sign_conflict,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson
T,front,0.1,728,2032,0.12971193869701972,0.11833216864663405,0.6181318681318682,0.5997876307334207,0.6213592233009708,0.4688279301745636,0.7091757387247278,0.6251124143600464,0.6099710585182408,0.019230769230769232,-0.009615384615384581,-0.007558015657634143,0.01899021863937378,-0.015912394705309696
A,front,0.1,728,2032,0.12971193869701972,0.1183580520845498,0.6222527472527473,0.6029950772122833,0.6711409395973155,0.453551912568306,0.6842923794712286,0.6080796122550964,0.6238959678921113,0.024725274725274724,-0.005494505494505475,-0.004350569178771524,0.001957416534423828,-0.0019874853314392205
V,front,0.1,728,2032,0.12971193869701972,0.11894762845849802,0.6277472527472527,0.6073456463910548,0.6651685393258427,0.4602739726027397,0.6965944272445821,0.6061221957206726,0.6258834544502958,0.023351648351648352,0.0,0.0,0.0,1.2267452609293628e-09
TA,front,0.1,728,2032,0.12971193869701972,0.11834509300833868,0.6085164835164835,0.5905945362353772,0.6176470588235294,0.45320197044334976,0.7009345794392523,0.6265933513641357,0.6074951328780687,0.01510989010989011,-0.019230769230769273,-0.01675111015567765,0.020471155643463135,-0.01838832034548188
TV,front,0.1,728,2032,0.12971193869701972,0.11863085960915958,0.6181318681318682,0.5997876307334207,0.6213592233009708,0.4688279301745636,0.7091757387247278,0.6251124143600464,0.6099710585182408,0.019230769230769232,-0.009615384615384581,-0.007558015657634143,0.01899021863937378,-0.015912394705309696
AV,front,0.1,728,2032,0.12971193869701972,0.11864457650519239,0.6222527472527473,0.6029950772122833,0.6711409395973155,0.453551912568306,0.6842923794712286,0.6080796122550964,0.6238959678921113,0.024725274725274724,-0.005494505494505475,-0.004350569178771524,0.001957416534423828,-0.0019874853314392205
T,front,0.3,728,5478,0.3284235928836993,0.3190076869322152,0.5673076923076923,0.5526191454499115,0.570694087403599,0.4309133489461358,0.65625,0.6576801538467407,0.5332757172014192,0.01098901098901099,-0.06043956043956045,-0.054726500941143286,0.051557958126068115,-0.09260773602213135
A,front,0.3,728,5478,0.3284235928836993,0.3189886721943244,0.6222527472527473,0.6029384237811023,0.6711409395973155,0.45231607629427795,0.6853582554517134,0.6113909482955933,0.6208019211541776,0.023351648351648352,-0.005494505494505475,-0.004407222609952521,0.005268752574920654,-0.005081532069372896
V,front,0.3,728,5478,0.3284235928836993,0.3205904150197628,0.6277472527472527,0.6073456463910548,0.6651685393258427,0.4602739726027397,0.6965944272445821,0.6061221957206726,0.6258834544502958,0.023351648351648352,0.0,0.0,0.0,1.2267452609293628e-09
TA,front,0.3,728,5478,0.3284235928836993,0.31899819231442067,0.5590659340659341,0.5473475070306856,0.5714285714285714,0.4292237442922374,0.641390205371248,0.6616251468658447,0.5254094739757196,0.009615384615384616,-0.06868131868131866,-0.05999813936036924,0.05550295114517212,-0.10047397924783097
